Instrument,ICB Industry name,Rank
OPK.OQ,Health Care,1
TDOC.N,Health Care,2
INO.OQ,Health Care,3
NVTA.N,Health Care,4
FCEL.OQ,Energy,5
HL.N,Basic Materials,6
MRVL.OQ,Technology,7
SFM.OQ,Consumer Staples,8
GEO.N,Real Estate,9
WKHS.OQ,Industrials,10
OSUR.OQ,Health Care,11
FSLR.OQ,Energy,12
SNDL.OQ,Health Care,13
HLIT.OQ,Telecommunications,14
SPCE.N,Industrials,15
KNX.N,Industrials,16
FSLY.N,Technology,17
PINS.N,Technology,18
FSR.N,Consumer Discretionary,19
TECK.N,Basic Materials,20
TRUE.OQ,Technology,21
NYT.N,Consumer Discretionary,22
CNNE.N,Financials,23
ATNI.OQ,Telecommunications,24
RES.N,Energy,25
NWSA.OQ,Consumer Discretionary,26
DDD.N,Technology,27
MU.OQ,Technology,28
LSAK.OQ,Industrials,29
TWNK.OQ,Consumer Staples,30
MDRX.OQ,Technology,31
URBN.OQ,Consumer Discretionary,32
SUPN.OQ,Health Care,33
ORTX.OQ,Health Care,34
PLTR.N,Technology,35
DNMR.N,Industrials,36
SOLO.OQ,Consumer Discretionary,37
HP.N,Energy,38
PUMP.N,Energy,39
AMWL.N,Health Care,40
TRVG.OQ,Consumer Discretionary,41
JNPR.N,Telecommunications,42
DKNG.OQ,Consumer Discretionary,43
CALM.OQ,Consumer Staples,44
NTCT.OQ,Technology,45
BKR.OQ,Energy,46
TRIP.OQ,Consumer Discretionary,47
INFN.OQ,Telecommunications,48
WOLF.N,Technology,49
GCI.N,Consumer Discretionary,50
ENOV.N,Health Care,51
DAKT.OQ,Technology,52
NR.N,Energy,53
KN.N,Consumer Discretionary,54
CRNC.OQ,Technology,55
GTHX.OQ,Health Care,56
CLNE.OQ,Consumer Discretionary,57
ALLO.OQ,Health Care,58
NKTR.OQ,Health Care,59
MCS.N,Consumer Discretionary,60
PCG.N,Utilities,61
TDW.N,Energy,62
LRN.N,Consumer Discretionary,63
ACA.N,Energy,64
HLX.N,Energy,65
M.N,Consumer Discretionary,66
HRTX.OQ,Health Care,67
SFIX.OQ,Consumer Discretionary,68
COHR.OQ,Technology,69
TTMI.OQ,Technology,70
