Instrument,ICB Industry name,Rank
RANI.OQ,Health Care,1
KLAC.OQ,Technology,2
EPAM.N,Technology,3
JYNT.OQ,Health Care,4
APPF.OQ,Technology,5
KRNT.OQ,Industrials,6
PODD.OQ,Health Care,7
BLBD.OQ,Industrials,8
MED.N,Consumer Staples,9
TMCI.OQ,Health Care,10
SRDX.OQ,Health Care,11
FARO.OQ,Industrials,12
CLFD.OQ,Telecommunications,13
IRTC.OQ,Health Care,14
CALX.N,Telecommunications,15
NARI.OQ,Health Care,16
GWRS.OQ,Utilities,17
MODN.N,Technology,18
SWAV.OQ,Health Care,19
ASPN.N,Industrials,20
ARLO.N,Consumer Discretionary,21
STAA.OQ,Health Care,22
BRP.OQ,Financials,23
AXGN.OQ,Health Care,24
ITRN.OQ,Industrials,25
ENPH.OQ,Energy,26
NVEE.OQ,Industrials,27
EVER.OQ,Technology,28
FDS.N,Financials,29
SHW.N,Industrials,30
ITGR.N,Health Care,31
MEDP.OQ,Health Care,32
TWKS.OQ,Technology,33
GPOR.N,Energy,34
JJSF.OQ,Consumer Staples,35
FIZZ.OQ,Consumer Staples,36
WEAV.N,Technology,37
PDSB.OQ,Health Care,38
CVRX.OQ,Health Care,39
NSSC.OQ,Industrials,40
PLXS.OQ,Technology,41
TLS.OQ,Technology,42
SGHT.OQ,Health Care,43
EVA.N,Energy,44
LUNA.OQ,Industrials,45
VCEL.OQ,Health Care,46
CROX.OQ,Consumer Discretionary,47
CASA.OQ,Telecommunications,48
UFPT.OQ,Health Care,49
GOCO.OQ,Financials,50
CRAI.OQ,Industrials,51
WAT.N,Industrials,52
RIGL.OQ,Health Care,53
SXT.N,Basic Materials,54
NSC.N,Industrials,55
VTRU.OQ,Consumer Discretionary,56
MTD.N,Industrials,57
GHRS.OQ,Health Care,58
MTRN.N,Basic Materials,59
AAON.OQ,Industrials,60
MCRI.OQ,Consumer Discretionary,61
OMCL.OQ,Health Care,62
REVG.N,Industrials,63
TMDX.OQ,Health Care,64
INSP.N,Health Care,65
RICK.OQ,Consumer Discretionary,66
WK.N,Technology,67
UP.N,Consumer Discretionary,68
TTC.N,Industrials,69
AXNX.OQ,Health Care,70
CHRS.OQ,Health Care,71
CHD.N,Consumer Staples,72
KEYS.N,Industrials,73
TNDM.OQ,Health Care,74
AVY.N,Basic Materials,75
OCUL.OQ,Health Care,76
WHD.N,Energy,77
FN.N,Technology,78
PX.N,Financials,79
HURN.OQ,Industrials,80
EXLS.OQ,Industrials,81
PTCT.OQ,Health Care,82
MGPI.OQ,Consumer Staples,83
DY.N,Industrials,84
XYL.N,Industrials,85
AVA.N,Utilities,86
VRDN.OQ,Health Care,87
NVRO.N,Health Care,88
FUL.N,Industrials,89
CVLG.OQ,Industrials,90
DGII.OQ,Telecommunications,91
HDSN.OQ,Industrials,92
HEP.N,Energy,93
HAS.OQ,Consumer Discretionary,94
PAY.N,Industrials,95
KMB.N,Consumer Staples,96
AMN.N,Industrials,97
CTS.N,Technology,98
TPIC.OQ,Energy,99
HESM.N,Energy,100
BCPC.OQ,Basic Materials,101
MARA.OQ,Financials,102
BLFS.OQ,Health Care,103
ATXS.OQ,Health Care,104
ALNY.OQ,Health Care,105
KRT.OQ,Industrials,106
CMPX.OQ,Health Care,107
EDAP.OQ,Health Care,108
CTAS.OQ,Industrials,109
IBEX.OQ,Industrials,110
PRFT.OQ,Technology,111
WWD.OQ,Industrials,112
VNOM.OQ,Energy,113
CLDX.OQ,Health Care,114
TSEM.OQ,Technology,115
DENN.OQ,Consumer Discretionary,116
VMI.N,Industrials,117
MMM.N,Industrials,118
RBOT.N,Health Care,119
FULC.OQ,Health Care,120
GPRK.N,Energy,121
WWE.N,Consumer Discretionary,122
SIMO.OQ,Technology,123
SPWR.OQ,Energy,124
SEER.OQ,Health Care,125
IDXX.OQ,Health Care,126
ACN.N,Industrials,127
CTLP.OQ,Industrials,128
FLL.OQ,Consumer Discretionary,129
HZNP.OQ,Health Care,130
ALPN.OQ,Health Care,131
MKC.N,Consumer Staples,132
SCL.N,Basic Materials,133
HNRG.OQ,Energy,134
PWSC.N,Consumer Discretionary,135
BSM.N,Energy,136
GGG.N,Industrials,137
WDFC.OQ,Consumer Staples,138
CL.N,Consumer Staples,139
MX.N,Technology,140
USAC.N,Energy,141
A.N,Health Care,142
BFb.N,Consumer Staples,143
SRPT.OQ,Health Care,144
IIIN.N,Industrials,145
HLIT.OQ,Telecommunications,146
HUBB.N,Industrials,147
NOC.N,Industrials,148
JKHY.OQ,Industrials,149
ITCI.OQ,Health Care,150
CANO.N,Health Care,151
TH.OQ,Industrials,152
MASS.OQ,Health Care,153
ARCO.N,Consumer Discretionary,154
MITK.OQ,Technology,155
MANU.N,Consumer Discretionary,156
LGND.OQ,Health Care,157
CLX.N,Consumer Staples,158
KOD.OQ,Health Care,159
KRP.N,Energy,160
ANGO.OQ,Health Care,161
HAE.N,Health Care,162
PACB.OQ,Health Care,163
RXRX.OQ,Health Care,164
AMR.N,Energy,165
FCN.N,Industrials,166
CHGG.N,Consumer Discretionary,167
HSY.N,Consumer Staples,168
UNP.N,Industrials,169
KFRC.OQ,Industrials,170
OMI.N,Health Care,171
ARCE.OQ,Consumer Discretionary,172
EWTX.OQ,Health Care,173
TNP.N,Industrials,174
AMGN.OQ,Health Care,175
ZWS.N,Industrials,176
ENVX.OQ,Industrials,177
ALE.N,Utilities,178
DHR.N,Health Care,179
VCYT.OQ,Health Care,180
SLVM.N,Basic Materials,181
WEN.OQ,Consumer Discretionary,182
VRT.N,Technology,183
ENSG.OQ,Health Care,184
VRSK.OQ,Industrials,185
KALU.OQ,Basic Materials,186
WES.N,Energy,187
HIBB.OQ,Consumer Discretionary,188
RYAN.N,Financials,189
PPC.OQ,Consumer Staples,190
BRO.N,Financials,191
SILK.OQ,Health Care,192
CBZ.N,Industrials,193
SEDG.OQ,Energy,194
LOVE.OQ,Consumer Discretionary,195
MSA.N,Industrials,196
DZSI.OQ,Telecommunications,197
SHAK.N,Consumer Discretionary,198
NDAQ.OQ,Financials,199
ATRC.OQ,Health Care,200
LLY.N,Health Care,201
WTTR.N,Energy,202
CWENa.N,Utilities,203
DADA.OQ,Technology,204
NDSN.OQ,Industrials,205
STR.N,Energy,206
SOVO.OQ,Consumer Staples,207
AVD.N,Basic Materials,208
LNN.N,Industrials,209
GD.N,Industrials,210
CWH.N,Consumer Discretionary,211
NSTG.OQ,Health Care,212
STVN.N,Health Care,213
GWH.N,Energy,214
BAH.N,Industrials,215
CEIX.N,Energy,216
IT.N,Technology,217
IMCR.OQ,Health Care,218
FE.N,Utilities,219
QSI.OQ,Health Care,220
SBOW.N,Energy,221
III.OQ,Industrials,222
DXCM.OQ,Health Care,223
DRI.N,Consumer Discretionary,224
TYL.N,Technology,225
CPLP.OQ,Industrials,226
NFG.N,Utilities,227
TTMI.OQ,Technology,228
NDLS.OQ,Consumer Discretionary,229
LH.N,Health Care,230
AVIR.OQ,Health Care,231
ROST.OQ,Consumer Discretionary,232
VRAY.OQ,Health Care,233
AGCO.N,Industrials,234
HLX.N,Energy,235
COCO.OQ,Consumer Staples,236
JAMF.OQ,Technology,237
CPB.N,Consumer Staples,238
UTL.N,Utilities,239
CSGP.OQ,Real Estate,240
MD.N,Health Care,241
ASH.N,Basic Materials,242
NCLH.N,Consumer Discretionary,243
CSX.OQ,Industrials,244
INO.OQ,Health Care,245
CHE.N,Health Care,246
