Instrument,ICB Industry name,Rank
TDW.N,Energy,1
CVLG.OQ,Industrials,2
DEN.N,Energy,3
HAYN.OQ,Basic Materials,4
BRY.OQ,Energy,5
GEL.N,Energy,6
KDNY.OQ,Health Care,7
FDP.N,Consumer Staples,8
MCK.N,Consumer Staples,9
PKOH.OQ,Industrials,10
TNK.N,Industrials,11
ARCO.N,Consumer Discretionary,12
GLOG_pa.N,Industrials,13
KIRK.OQ,Consumer Discretionary,14
SNX.N,Technology,15
VRNA.OQ,Health Care,16
CARS.N,Consumer Discretionary,17
COST.OQ,Consumer Discretionary,18
REVG.N,Industrials,19
RGP.OQ,Industrials,20
CODI.N,Financials,21
ORTX.OQ,Health Care,22
USM.N,Telecommunications,23
BIDU.OQ,Technology,24
PRTA.OQ,Health Care,25
ARW.N,Technology,26
THR.N,Industrials,27
GOGL.OQ,Industrials,28
LILA.OQ,Telecommunications,29
CAAP.N,Industrials,30
DFIN.N,Industrials,31
GRTX.OQ,Health Care,32
TALO.N,Energy,33
WMT.N,Consumer Discretionary,34
KRP.N,Energy,35
SKYW.OQ,Consumer Discretionary,36
CPSI.OQ,Health Care,37
ATNI.OQ,Telecommunications,38
TGLS.N,Industrials,39
TTEC.OQ,Industrials,40
NS.N,Energy,41
NOC.N,Industrials,42
AMZN.OQ,Consumer Discretionary,43
BABA.N,Consumer Discretionary,44
IIIN.N,Industrials,45
GTES.N,Industrials,46
HA.OQ,Consumer Discretionary,47
CIVI.N,Energy,48
STRL.OQ,Industrials,49
PUMP.N,Energy,50
GLT.N,Basic Materials,51
GLP.N,Energy,52
LEA.N,Consumer Discretionary,53
WTTR.N,Energy,54
YNDX.OQ,Technology,55
OII.N,Energy,56
PVH.N,Consumer Discretionary,57
GPRK.N,Energy,58
AVD.N,Basic Materials,59
SRT.N,Industrials,60
ABM.N,Industrials,61
RYAM.N,Basic Materials,62
UHS.N,Health Care,63
MTW.N,Industrials,64
SCSC.OQ,Technology,65
CCRN.OQ,Industrials,66
TSN.N,Consumer Staples,67
MPAA.OQ,Consumer Discretionary,68
ULH.OQ,Industrials,69
ICE.N,Financials,70
CRAI.OQ,Industrials,71
GDEN.OQ,Consumer Discretionary,72
ATKR.N,Industrials,73
XPRO.N,Energy,74
BEST.N,Industrials,75
FLT.N,Industrials,76
SUN.N,Energy,77
SXI.N,Industrials,78
ZBRA.OQ,Industrials,79
MATV.N,Basic Materials,80
SR.N,Utilities,81
LSAK.OQ,Industrials,82
NVGS.N,Industrials,83
PPC.OQ,Consumer Staples,84
LDOS.N,Technology,85
PSMT.OQ,Consumer Discretionary,86
ZEPP.N,Consumer Discretionary,87
CPS.N,Consumer Discretionary,88
POWL.OQ,Industrials,89
TGH.N,Industrials,90
SPOT.N,Consumer Discretionary,91
DLTR.OQ,Consumer Discretionary,92
AJG.N,Financials,93
BKNG.OQ,Consumer Discretionary,94
HON.OQ,Industrials,95
SCHL.OQ,Consumer Discretionary,96
GFF.N,Industrials,97
AMWD.OQ,Industrials,98
LEGH.OQ,Consumer Discretionary,99
ICAD.OQ,Health Care,100
MLCO.OQ,Consumer Discretionary,101
HOOK.OQ,Health Care,102
CAH.N,Health Care,103
TIGO.OQ,Telecommunications,104
LMT.N,Industrials,105
UEIC.OQ,Consumer Discretionary,106
FC.N,Industrials,107
RMR.OQ,Real Estate,108
OIS.N,Energy,109
CTLP.OQ,Industrials,110
MOD.N,Industrials,111
ANIP.OQ,Health Care,112
ASGN.N,Industrials,113
TITN.OQ,Industrials,114
CMTL.OQ,Telecommunications,115
MLKN.OQ,Consumer Discretionary,116
ASTE.OQ,Industrials,117
PLXS.OQ,Technology,118
SIBN.OQ,Health Care,119
SCHN.OQ,Basic Materials,120
WIX.OQ,Technology,121
SANM.OQ,Technology,122
PYPL.OQ,Industrials,123
NXGN.OQ,Health Care,124
CRS.N,Basic Materials,125
TSEM.OQ,Technology,126
SMP.N,Consumer Discretionary,127
AZZ.N,Industrials,128
CSTL.OQ,Health Care,129
NBR.N,Energy,130
ALTO.OQ,Basic Materials,131
CLFD.OQ,Telecommunications,132
LCUT.OQ,Consumer Discretionary,133
ACN.N,Industrials,134
SWK.N,Industrials,135
TBI.N,Industrials,136
ICLR.OQ,Health Care,137
PATK.OQ,Industrials,138
TKR.N,Basic Materials,139
GEF.N,Industrials,140
FNKO.OQ,Consumer Discretionary,141
REX.N,Energy,142
GM.N,Consumer Discretionary,143
CNDT.OQ,Industrials,144
HI.N,Industrials,145
NWPX.OQ,Basic Materials,146
MSFT.OQ,Technology,147
DTE.N,Utilities,148
MOGa.N,Industrials,149
TRVG.OQ,Consumer Discretionary,150
APOG.OQ,Industrials,151
ARCH.N,Energy,152
NEX.N,Energy,153
CME.OQ,Financials,154
WLK.N,Basic Materials,155
DCO.N,Industrials,156
MAN.N,Industrials,157
USNA.N,Consumer Staples,158
SBLK.OQ,Industrials,159
UCTT.OQ,Technology,160
SPH.N,Consumer Discretionary,161
RYI.N,Basic Materials,162
CMRE.N,Industrials,163
FBHS.N,Industrials,164
QIWI.OQ,Industrials,165
OFIX.OQ,Health Care,166
HEAR.OQ,Consumer Discretionary,167
WNS.N,Industrials,168
GD.N,Industrials,169
CSGS.OQ,Technology,170
ORLY.OQ,Consumer Discretionary,171
INSW.N,Industrials,172
MERC.OQ,Basic Materials,173
CONN.OQ,Consumer Discretionary,174
SHEN.OQ,Telecommunications,175
RBBN.OQ,Telecommunications,176
ALGT.OQ,Consumer Discretionary,177
XRX.OQ,Technology,178
CNC.N,Health Care,179
TX.N,Basic Materials,180
PLAB.OQ,Technology,181
ASPN.N,Industrials,182
ACLS.OQ,Technology,183
BIIB.OQ,Health Care,184
JBL.N,Technology,185
CMI.N,Industrials,186
LRN.N,Consumer Discretionary,187
ARLP.OQ,Energy,188
CMCO.OQ,Industrials,189
PERI.OQ,Technology,190
SATS.OQ,Telecommunications,191
ASND.OQ,Health Care,192
DIOD.OQ,Technology,193
ADNT.N,Consumer Discretionary,194
LH.N,Health Care,195
HUBG.OQ,Industrials,196
HVT.N,Consumer Discretionary,197
KE.OQ,Technology,198
TNC.N,Industrials,199
MTRN.N,Basic Materials,200
ARCB.OQ,Industrials,201
OSIS.OQ,Industrials,202
FORR.OQ,Industrials,203
JLL.N,Real Estate,204
VLO.N,Energy,205
IQV.N,Health Care,206
CBRE.N,Real Estate,207
MA.N,Industrials,208
ANAB.OQ,Health Care,209
URI.N,Industrials,210
HCKT.OQ,Technology,211
HP.N,Energy,212
NEXA.N,Basic Materials,213
HNI.N,Consumer Discretionary,214
ZG.OQ,Real Estate,215
EXLS.OQ,Industrials,216
SLGN.N,Industrials,217
DGII.OQ,Telecommunications,218
UAL.OQ,Consumer Discretionary,219
FCFS.OQ,Financials,220
FWRD.OQ,Industrials,221
