Instrument,ICB Industry name,Rank
ORTX.OQ,Health Care,1
IIIN.N,Industrials,2
HUBG.OQ,Industrials,3
AVD.N,Basic Materials,4
ICLK.OQ,Consumer Discretionary,5
CSTE.OQ,Industrials,6
MMI.N,Real Estate,7
ICUI.OQ,Health Care,8
MODV.OQ,Health Care,9
KLIC.OQ,Technology,10
BCPC.OQ,Basic Materials,11
PLAB.OQ,Technology,12
ZEPP.N,Consumer Discretionary,13
CNNE.N,Financials,14
LXFR.N,Industrials,15
ANIP.OQ,Health Care,16
MSTR.OQ,Technology,17
VIA.OQ,Utilities,18
OTTR.OQ,Industrials,19
B.N,Industrials,20
TRS.OQ,Industrials,21
PSMT.OQ,Consumer Discretionary,22
CSWI.OQ,Industrials,23
SMP.N,Consumer Discretionary,24
FN.N,Technology,25
FORM.OQ,Technology,26
THR.N,Industrials,27
EDU.N,Consumer Discretionary,28
APRE.OQ,Health Care,29
PRTA.OQ,Health Care,30
LRN.N,Consumer Discretionary,31
TNC.N,Industrials,32
FWRD.OQ,Industrials,33
CHE.N,Health Care,34
VPG.N,Industrials,35
SP.OQ,Industrials,36
GOGL.OQ,Industrials,37
CTS.N,Technology,38
RGP.OQ,Industrials,39
BHE.N,Technology,40
SY.OQ,Health Care,41
ATNI.OQ,Telecommunications,42
SJW.N,Utilities,43
LNN.N,Industrials,44
MOGa.N,Industrials,45
RYN.N,Real Estate,46
UEIC.OQ,Consumer Discretionary,47
NXGN.OQ,Health Care,48
IOSP.OQ,Basic Materials,49
TX.N,Basic Materials,50
KAMN.N,Industrials,51
ZUMZ.OQ,Consumer Discretionary,52
KE.OQ,Technology,53
TSEM.OQ,Technology,54
AMED.OQ,Health Care,55
AVNS.N,Health Care,56
BCEL.OQ,Health Care,57
ROLL.OQ,Basic Materials,58
ROG.N,Technology,59
AKRO.OQ,Health Care,60
TBI.N,Industrials,61
OOMA.N,Telecommunications,62
TYL.N,Technology,63
ACA.N,Energy,64
SCHL.OQ,Consumer Discretionary,65
EGRX.OQ,Health Care,66
HTLD.OQ,Industrials,67
ESE.N,Industrials,68
SXI.N,Industrials,69
STRA.OQ,Consumer Discretionary,70
AGX.N,Industrials,71
DGII.OQ,Telecommunications,72
CNTG.OQ,Health Care,73
LPG.N,Industrials,74
HARP.OQ,Health Care,75
AVRO.OQ,Health Care,76
PLUS.OQ,Technology,77
CRDb.N,Financials,78
MSGS.N,Consumer Discretionary,79
ACLS.OQ,Technology,80
MRTN.OQ,Industrials,81
BEST.N,Industrials,82
USM.N,Telecommunications,83
BCOV.OQ,Technology,84
DLB.N,Technology,85
SMTC.OQ,Technology,86
ASTE.OQ,Industrials,87
AMEH.OQ,Health Care,88
FSS.N,Industrials,89
ANGO.OQ,Health Care,90
MEI.N,Technology,91
OGS.N,Utilities,92
SNDR.N,Industrials,93
MATX.N,Industrials,94
CEVA.OQ,Technology,95
FELE.OQ,Industrials,96
GHC.N,Consumer Discretionary,97
CPSI.OQ,Health Care,98
POWL.OQ,Industrials,99
HAYN.OQ,Basic Materials,100
OSIS.OQ,Industrials,101
BFAM.N,Consumer Discretionary,102
IPAR.OQ,Consumer Discretionary,103
OMCL.OQ,Health Care,104
SPTN.OQ,Consumer Staples,105
CALM.OQ,Consumer Staples,106
LMAT.OQ,Health Care,107
HSTM.OQ,Health Care,108
RMBS.OQ,Technology,109
ARCO.N,Consumer Discretionary,110
TRVG.OQ,Consumer Discretionary,111
SIMO.OQ,Technology,112
HCKT.OQ,Technology,113
VIR.OQ,Health Care,114
ICLR.OQ,Health Care,115
CVCO.OQ,Consumer Discretionary,116
ALG.N,Industrials,117
FCFS.OQ,Financials,118
NPO.N,Industrials,119
BRP.OQ,Financials,120
CBZ.N,Industrials,121
BMI.N,Industrials,122
OSPN.OQ,Technology,123
AMOT.OQ,Industrials,124
MASI.OQ,Health Care,125
ARCB.OQ,Industrials,126
NWE.OQ,Utilities,127
CVGW.OQ,Consumer Staples,128
GLT.N,Basic Materials,129
MUX.N,Basic Materials,130
FIX.N,Industrials,131
NEXA.N,Basic Materials,132
JJSF.OQ,Consumer Staples,133
STOK.OQ,Health Care,134
RMAX.N,Real Estate,135
LFUS.OQ,Industrials,136
EVA.N,Energy,137
TSE.N,Industrials,138
COHU.OQ,Technology,139
MCS.N,Consumer Discretionary,140
APOG.OQ,Industrials,141
HLIO.N,Industrials,142
ICFI.OQ,Industrials,143
MTRX.OQ,Energy,144
AMN.N,Industrials,145
FORR.OQ,Industrials,146
NATI.OQ,Technology,147
CSTL.OQ,Health Care,148
ULH.OQ,Industrials,149
