Instrument,ICB Industry name,Rank
GAN.OQ,Technology,1
DNMR.N,Industrials,2
TLS.OQ,Technology,3
LVO.OQ,Consumer Discretionary,4
CTSO.OQ,Health Care,5
NTES.OQ,Consumer Discretionary,6
PSNL.OQ,Health Care,7
AFMD.OQ,Health Care,8
AKRO.OQ,Health Care,9
KPTI.OQ,Health Care,10
BTAI.OQ,Health Care,11
XL.N,Consumer Discretionary,12
PBF.N,Energy,13
KYMR.OQ,Health Care,14
JKS.N,Energy,15
ENTA.OQ,Health Care,16
CPE.N,Energy,17
FULC.OQ,Health Care,18
ITOS.OQ,Health Care,19
PRAX.OQ,Health Care,20
TALO.N,Energy,21
TWST.OQ,Health Care,22
CLSD.OQ,Health Care,23
AGS.N,Consumer Discretionary,24
ICAD.OQ,Health Care,25
MAXN.OQ,Energy,26
PAR.N,Technology,27
ARAY.OQ,Health Care,28
BTU.N,Energy,29
PI.OQ,Technology,30
DKS.N,Consumer Discretionary,31
PGNY.OQ,Health Care,32
SCOR.OQ,Technology,33
EGLE.OQ,Industrials,34
INMD.OQ,Health Care,35
PENN.OQ,Consumer Discretionary,36
PCT.OQ,Industrials,37
SGH.OQ,Technology,38
HYFM.OQ,Industrials,39
TRVG.OQ,Consumer Discretionary,40
WSM.N,Consumer Discretionary,41
CDLX.OQ,Consumer Discretionary,42
VNET.OQ,Technology,43
FUV.OQ,Consumer Discretionary,44
ADPT.OQ,Health Care,45
BILL.N,Industrials,46
XAIR.OQ,Health Care,47
SFL.N,Industrials,48
SIBN.OQ,Health Care,49
BNED.N,Consumer Discretionary,50
GOSS.OQ,Health Care,51
IGT.N,Consumer Discretionary,52
NBR.N,Energy,53
AMRX.N,Health Care,54
SWAV.OQ,Health Care,55
BRY.OQ,Energy,56
CKPT.OQ,Health Care,57
OM.OQ,Health Care,58
DTIL.OQ,Health Care,59
CTRN.OQ,Consumer Discretionary,60
MARA.OQ,Financials,61
OIS.N,Energy,62
ALT.OQ,Health Care,63
PDSB.OQ,Health Care,64
TROX.N,Basic Materials,65
ARCH.N,Energy,66
CLFD.OQ,Telecommunications,67
BALY.N,Consumer Discretionary,68
DMTK.OQ,Health Care,69
ASND.OQ,Health Care,70
PDD.OQ,Technology,71
KRUS.OQ,Consumer Discretionary,72
PUMP.N,Energy,73
TGTX.OQ,Health Care,74
CSTL.OQ,Health Care,75
PLBY.OQ,Consumer Staples,76
COHU.OQ,Technology,77
GTLS.N,Industrials,78
REKR.OQ,Industrials,79
QD.N,Financials,80
INVE.OQ,Technology,81
LPG.N,Industrials,82
LASR.OQ,Technology,83
