Instrument,ICB Industry name,Rank
F.N,Consumer Discretionary,1
BABA.N,Consumer Discretionary,2
JKS.N,Energy,3
GM.N,Consumer Discretionary,4
BIDU.OQ,Technology,5
PDD.OQ,Technology,6
GE.N,Industrials,7
MSFT.OQ,Technology,8
AAPL.OQ,Technology,9
DIS.N,Consumer Discretionary,10
VZ.N,Telecommunications,11
CVS.N,Consumer Staples,12
CMCSA.OQ,Telecommunications,13
NTES.OQ,Consumer Discretionary,14
INTC.OQ,Technology,15
TMUS.OQ,Telecommunications,16
AVGO.OQ,Technology,17
BILI.OQ,Technology,18
ORCL.N,Technology,19
XOM.N,Energy,20
IBM.N,Technology,21
CZR.OQ,Consumer Discretionary,22
BMY.N,Health Care,23
PARA.OQ,Consumer Discretionary,24
CHTR.OQ,Telecommunications,25
RTX.N,Industrials,26
UAL.OQ,Consumer Discretionary,27
MPC.N,Energy,28
JNJ.N,Health Care,29
RCL.N,Consumer Discretionary,30
OXY.N,Energy,31
DAL.N,Consumer Discretionary,32
NVCR.OQ,Health Care,33
ABBV.N,Health Care,34
EXC.OQ,Utilities,35
PEP.OQ,Consumer Staples,36
CCL.N,Consumer Discretionary,37
XPEV.N,Consumer Discretionary,38
BIP.N,Utilities,39
QIWI.OQ,Industrials,40
KO.N,Consumer Staples,41
ET.N,Energy,42
NEE.N,Utilities,43
STNE.OQ,Industrials,44
PYPL.OQ,Industrials,45
T.N,Telecommunications,46
AMT.N,Real Estate,47
MGM.N,Consumer Discretionary,48
CNC.N,Health Care,49
DUK.N,Utilities,50
HON.OQ,Industrials,51
CI.N,Health Care,52
CVX.N,Energy,53
CAT.N,Industrials,54
MDT.N,Health Care,55
PFE.N,Health Care,56
FDX.N,Industrials,57
FISV.OQ,Industrials,58
CCI.N,Real Estate,59
KMI.N,Energy,60
DHR.N,Health Care,61
AEP.OQ,Utilities,62
NIO.N,Consumer Discretionary,63
SO.N,Utilities,64
MDLZ.OQ,Consumer Staples,65
V.N,Industrials,66
GME.N,Consumer Discretionary,67
MCHP.OQ,Technology,68
SQ.N,Industrials,69
QCOM.OQ,Technology,70
TME.N,Consumer Discretionary,71
CRWD.OQ,Technology,72
NCLH.N,Consumer Discretionary,73
