Instrument,ICB Industry name,Rank
PENN.OQ,Consumer Discretionary,1
JKS.N,Energy,2
DDOG.OQ,Technology,3
UNP.N,Industrials,4
FIS.N,Industrials,5
ET.N,Energy,6
PTON.OQ,Consumer Discretionary,7
ALTO.OQ,Basic Materials,8
FTI.N,Energy,9
CARS.N,Consumer Discretionary,10
FSLY.N,Technology,11
INTC.OQ,Technology,12
BYND.OQ,Consumer Staples,13
NGL.N,Energy,14
ZM.OQ,Technology,15
IGT.N,Consumer Discretionary,16
AON.N,Financials,17
COP.N,Energy,18
NOVA.N,Utilities,19
IBM.N,Technology,20
AMC.N,Consumer Discretionary,21
UNFI.N,Consumer Staples,22
TDC.N,Technology,23
ICPT.OQ,Health Care,24
KDP.OQ,Consumer Staples,25
DOCU.OQ,Technology,26
EGIO.OQ,Technology,27
EQIX.OQ,Real Estate,28
HIBB.OQ,Consumer Discretionary,29
OXY.N,Energy,30
CONN.OQ,Consumer Discretionary,31
DNOW.N,Energy,32
TAL.N,Consumer Discretionary,33
FGEN.OQ,Health Care,34
LUMN.N,Telecommunications,35
VIR.OQ,Health Care,36
MODG.N,Consumer Discretionary,37
PLUG.OQ,Energy,38
GPRO.OQ,Consumer Discretionary,39
AGR.N,Utilities,40
BLMN.OQ,Consumer Discretionary,41
TSCO.OQ,Consumer Discretionary,42
APA.OQ,Energy,43
WTTR.N,Energy,44
LAD.N,Consumer Discretionary,45
NFLX.OQ,Consumer Discretionary,46
GPN.N,Industrials,47
RTX.N,Industrials,48
DBI.N,Consumer Discretionary,49
RDFN.OQ,Real Estate,50
TWST.OQ,Health Care,51
BIP.N,Utilities,52
CERS.OQ,Health Care,53
ZS.OQ,Technology,54
DDD.N,Technology,55
TEL.N,Technology,56
GEO.N,Real Estate,57
MDT.N,Health Care,58
MTLS.OQ,Technology,59
LOOP.OQ,Utilities,60
NTCT.OQ,Technology,61
BSX.N,Health Care,62
MMC.N,Financials,63
CMCSA.OQ,Telecommunications,64
NAT.N,Industrials,65
ADT.N,Industrials,66
IFF.N,Basic Materials,67
JHG.N,Financials,68
AME.N,Industrials,69
MD.N,Health Care,70
FDX.N,Industrials,71
TGTX.OQ,Health Care,72
LNTH.OQ,Health Care,73
NOC.N,Industrials,74
CC.N,Basic Materials,75
AMRX.N,Health Care,76
COO.N,Health Care,77
CZR.OQ,Consumer Discretionary,78
NVTA.N,Health Care,79
PCG.N,Utilities,80
LAB.OQ,Health Care,81
EOG.N,Energy,82
EBAY.OQ,Consumer Discretionary,83
TRUE.OQ,Technology,84
SGC.OQ,Consumer Discretionary,85
SQ.N,Industrials,86
CAAP.N,Industrials,87
MDLZ.OQ,Consumer Staples,88
ZBH.N,Health Care,89
OC.N,Industrials,90
ENPH.OQ,Energy,91
EFX.N,Industrials,92
JNJ.N,Health Care,93
SEDG.OQ,Energy,94
HPE.N,Technology,95
FVRR.N,Technology,96
GTHX.OQ,Health Care,97
OSPN.OQ,Technology,98
CVNA.N,Consumer Discretionary,99
APPN.OQ,Technology,100
ENOV.N,Health Care,101
QRTEA.OQ,Consumer Discretionary,102
SYNH.OQ,Health Care,103
DXC.N,Technology,104
DDS.N,Consumer Discretionary,105
REZI.N,Industrials,106
CRM.N,Technology,107
DXCM.OQ,Health Care,108
PFE.N,Health Care,109
REAL.OQ,Consumer Discretionary,110
ECL.N,Basic Materials,111
ALLO.OQ,Health Care,112
QSR.N,Consumer Discretionary,113
NET.N,Technology,114
TNK.N,Industrials,115
USFD.N,Consumer Staples,116
STZ.N,Consumer Staples,117
CRWD.OQ,Technology,118
UPS.N,Industrials,119
RRC.N,Energy,120
MO.N,Consumer Staples,121
CXW.N,Industrials,122
CVS.N,Consumer Staples,123
COTY.N,Consumer Discretionary,124
WRK.N,Industrials,125
IRBT.OQ,Consumer Discretionary,126
GNK.N,Industrials,127
WETF.OQ,Financials,128
FANG.OQ,Energy,129
CCI.N,Real Estate,130
PBF.N,Energy,131
TGT.N,Consumer Discretionary,132
WBA.OQ,Consumer Staples,133
SPWH.OQ,Consumer Discretionary,134
PGNY.OQ,Health Care,135
HEI.N,Industrials,136
GLW.N,Technology,137
FTV.N,Industrials,138
ACCO.N,Consumer Staples,139
AMCX.OQ,Consumer Discretionary,140
MGY.N,Energy,141
NS.N,Energy,142
WTW.OQ,Financials,143
ANSS.OQ,Technology,144
LGFa.N,Consumer Discretionary,145
ALNY.OQ,Health Care,146
NWPX.OQ,Basic Materials,147
KMI.N,Energy,148
NFE.OQ,Energy,149
AKAM.OQ,Technology,150
SLGN.N,Industrials,151
AFYA.OQ,Consumer Discretionary,152
GD.N,Industrials,153
CHGG.N,Consumer Discretionary,154
CIVI.N,Energy,155
BMY.N,Health Care,156
CMRE.N,Industrials,157
ORTX.OQ,Health Care,158
SSP.OQ,Consumer Discretionary,159
ALV.N,Consumer Discretionary,160
EXC.OQ,Utilities,161
WERN.OQ,Industrials,162
DQ.N,Basic Materials,163
EVH.N,Health Care,164
AVGO.OQ,Technology,165
IEX.N,Industrials,166
WVE.OQ,Health Care,167
CME.OQ,Financials,168
VRNS.OQ,Technology,169
FLWS.OQ,Consumer Discretionary,170
DIS.N,Consumer Discretionary,171
CARG.OQ,Technology,172
BYD.N,Consumer Discretionary,173
UFPI.OQ,Basic Materials,174
DGII.OQ,Telecommunications,175
MDB.OQ,Technology,176
FATE.OQ,Health Care,177
NYT.N,Consumer Discretionary,178
MRTN.OQ,Industrials,179
TENB.OQ,Technology,180
PGEN.OQ,Health Care,181
CNSL.OQ,Telecommunications,182
SCS.N,Consumer Discretionary,183
WM.N,Utilities,184
OI.N,Industrials,185
SMPL.OQ,Consumer Staples,186
