Instrument,ICB Industry name,Rank
NKTX.OQ,Health Care,1
DSKE.OQ,Industrials,2
LQDA.OQ,Health Care,3
ZIMV.OQ,Health Care,4
ALT.OQ,Health Care,5
ABSI.OQ,Health Care,6
SGHT.OQ,Health Care,7
EWTX.OQ,Health Care,8
KRTX.OQ,Health Care,9
MASS.OQ,Health Care,10
FULC.OQ,Health Care,11
CBUS.OQ,Consumer Staples,12
ZVRA.OQ,Health Care,13
SST.N,Technology,14
CVRX.OQ,Health Care,15
OPRX.OQ,Health Care,16
IGMS.OQ,Health Care,17
CENX.OQ,Basic Materials,18
SATS.OQ,Telecommunications,19
MAXN.OQ,Energy,20
NPCE.OQ,Health Care,21
ANSS.OQ,Technology,22
X.N,Basic Materials,23
XMTR.OQ,Technology,24
FATE.OQ,Health Care,25
FDMT.OQ,Health Care,26
CRDb.N,Financials,27
TMCI.OQ,Health Care,28
HNST.OQ,Consumer Staples,29
RUSHA.OQ,Consumer Discretionary,30
SKYT.OQ,Technology,31
COMP.N,Real Estate,32
TSE.N,Industrials,33
WULF.OQ,Technology,34
HLIT.OQ,Telecommunications,35
NGL.N,Energy,36
SCOR.OQ,Technology,37
KROS.OQ,Health Care,38
KURA.OQ,Health Care,39
AIRS.OQ,Health Care,40
OCUL.OQ,Health Care,41
UTI.N,Consumer Discretionary,42
ATNI.OQ,Telecommunications,43
SILK.OQ,Health Care,44
ZEUS.OQ,Basic Materials,45
NEXA.N,Basic Materials,46
ZYME.OQ,Health Care,47
STRL.OQ,Industrials,48
TDW.N,Energy,49
METC.OQ,Energy,50
TBLA.OQ,Technology,51
BAND.OQ,Technology,52
MRSN.OQ,Health Care,53
SSYS.OQ,Technology,54
OUST.N,Technology,55
ALTR.OQ,Technology,56
ASPN.N,Industrials,57
PACK.N,Industrials,58
GLP.N,Energy,59
GLUE.OQ,Health Care,60
MRNA.OQ,Health Care,61
KOP.N,Basic Materials,62
LPRO.OQ,Financials,63
STRO.OQ,Health Care,64
GWRE.N,Technology,65
HROW.OQ,Health Care,66
BOWL.N,Consumer Discretionary,67
ADEA.OQ,Technology,68
ODP.OQ,Consumer Discretionary,69
FARO.OQ,Industrials,70
CAMT.OQ,Technology,71
OSUR.OQ,Health Care,72
LE.OQ,Consumer Discretionary,73
ANAB.OQ,Health Care,74
SHCR.OQ,Health Care,75
ADMA.OQ,Health Care,76
UTZ.N,Consumer Staples,77
XENE.OQ,Health Care,78
JKS.N,Energy,79
PGTI.N,Industrials,80
RBBN.OQ,Telecommunications,81
OKTA.OQ,Technology,82
CRGY.N,Energy,83
KD.N,Technology,84
SXC.N,Energy,85
GRPN.OQ,Technology,86
CRNC.OQ,Technology,87
HY.N,Industrials,88
TALK.OQ,Health Care,89
AMK.N,Financials,90
RYI.N,Basic Materials,91
ARHS.OQ,Consumer Discretionary,92
ACCD.OQ,Health Care,93
BLFS.OQ,Health Care,94
CCCC.OQ,Health Care,95
CDMO.OQ,Health Care,96
TNP.N,Industrials,97
PBPB.OQ,Consumer Discretionary,98
APLS.OQ,Health Care,99
MODV.OQ,Health Care,100
DTC.N,Consumer Discretionary,101
PKOH.OQ,Industrials,102
GOGL.OQ,Industrials,103
LPSN.OQ,Technology,104
CDNA.OQ,Health Care,105
DH.OQ,Technology,106
DAVA.N,Technology,107
HI.N,Industrials,108
RYAM.N,Basic Materials,109
SUN.N,Energy,110
QSI.OQ,Health Care,111
TRIP.OQ,Consumer Discretionary,112
DSGR.OQ,Industrials,113
CYBR.OQ,Technology,114
MATX.N,Industrials,115
GNK.N,Industrials,116
PSFE.N,Industrials,117
NAT.N,Industrials,118
ITCI.OQ,Health Care,119
PCRX.OQ,Health Care,120
NMRK.OQ,Real Estate,121
ACMR.OQ,Technology,122
MXL.OQ,Technology,123
KLTR.OQ,Telecommunications,124
AA.N,Basic Materials,125
TTC.N,Industrials,126
OSW.OQ,Consumer Discretionary,127
GFF.N,Industrials,128
OABI.OQ,Health Care,129
NCNO.OQ,Technology,130
ETWO.N,Technology,131
NBIX.OQ,Health Care,132
DAC.N,Industrials,133
EVH.N,Health Care,134
AVO.OQ,Consumer Staples,135
HCC.N,Energy,136
BJRI.OQ,Consumer Discretionary,137
COIN.OQ,Financials,138
NVCR.OQ,Health Care,139
CSIQ.OQ,Energy,140
ATRO.OQ,Industrials,141
KRUS.OQ,Consumer Discretionary,142
STGW.OQ,Consumer Discretionary,143
BCC.N,Basic Materials,144
TKO.N,Consumer Discretionary,145
FC.N,Industrials,146
ARLP.OQ,Energy,147
AZZ.N,Industrials,148
PTVE.OQ,Industrials,149
LAD.N,Consumer Discretionary,150
PANL.OQ,Industrials,151
CLDX.OQ,Health Care,152
NN.OQ,Technology,153
OFIX.OQ,Health Care,154
TENB.OQ,Technology,155
SRI.N,Consumer Discretionary,156
OTTR.OQ,Industrials,157
SAIA.OQ,Industrials,158
MTX.N,Basic Materials,159
REX.N,Energy,160
PLAB.OQ,Technology,161
DLX.N,Industrials,162
ICHR.OQ,Technology,163
RVTY.N,Health Care,164
ENPH.OQ,Energy,165
EEFT.OQ,Industrials,166
PETQ.OQ,Health Care,167
FNKO.OQ,Consumer Discretionary,168
SWI.N,Technology,169
LPG.N,Industrials,170
WEAV.N,Technology,171
FSLR.OQ,Energy,172
TIGO.OQ,Telecommunications,173
TEAM.OQ,Technology,174
MX.N,Technology,175
B.N,Industrials,176
HURN.OQ,Industrials,177
TMST.N,Basic Materials,178
ACLX.OQ,Health Care,179
VRTS.OQ,Financials,180
CXT.N,Industrials,181
EXAS.OQ,Health Care,182
SLP.OQ,Technology,183
INSP.N,Health Care,184
NPO.N,Industrials,185
CTAS.OQ,Industrials,186
HAYN.OQ,Basic Materials,187
EVCM.OQ,Technology,188
SPOK.OQ,Telecommunications,189
COMM.OQ,Telecommunications,190
GLNG.OQ,Energy,191
BRLT.OQ,Consumer Discretionary,192
AGS.N,Consumer Discretionary,193
MMI.N,Real Estate,194
TNK.N,Industrials,195
BR.N,Financials,196
NVRI.N,Utilities,197
ALLE.N,Industrials,198
TNDM.OQ,Health Care,199
RCUS.N,Health Care,200
AMWL.N,Health Care,201
PLUS.OQ,Technology,202
KRYS.OQ,Health Care,203
SPH.N,Consumer Discretionary,204
NRDS.OQ,Technology,205
PLRX.OQ,Health Care,206
KRT.OQ,Industrials,207
SPSC.OQ,Technology,208
ALRM.OQ,Technology,209
PRGO.N,Health Care,210
CPS.N,Consumer Discretionary,211
CMRE.N,Industrials,212
ARCH.N,Energy,213
ARCB.OQ,Industrials,214
CVGW.OQ,Consumer Staples,215
WMG.OQ,Consumer Discretionary,216
IMCR.OQ,Health Care,217
VPG.N,Industrials,218
SIBN.OQ,Health Care,219
SHC.OQ,Health Care,220
ASO.OQ,Consumer Discretionary,221
LINC.OQ,Consumer Discretionary,222
FLWS.OQ,Consumer Discretionary,223
TTSH.OQ,Consumer Discretionary,224
TREE.OQ,Financials,225
