Instrument,ICB Industry name,Rank
BABA.N,Consumer Discretionary,1
WBD.OQ,Consumer Discretionary,2
SHLS.OQ,Energy,3
T.N,Telecommunications,4
EB.N,Technology,5
RNW.OQ,Utilities,6
APLD.OQ,Technology,7
SHC.OQ,Health Care,8
CVS.N,Consumer Staples,9
NOVA.N,Utilities,10
PFE.N,Health Care,11
INTC.OQ,Technology,12
CVX.N,Energy,13
DV.N,Technology,14
MVST.OQ,Industrials,15
VFC.N,Consumer Discretionary,16
BIDU.OQ,Technology,17
XOM.N,Energy,18
XEL.OQ,Utilities,19
LCID.OQ,Consumer Discretionary,20
GOOGL.OQ,Technology,21
IAS.OQ,Consumer Discretionary,22
PANW.OQ,Technology,23
IBM.N,Technology,24
ACI.N,Consumer Staples,25
F.N,Consumer Discretionary,26
PRGO.N,Health Care,27
TDOC.N,Health Care,28
AGL.N,Health Care,29
WBA.OQ,Consumer Staples,30
CC.N,Basic Materials,31
AAPL.OQ,Technology,32
MSFT.OQ,Technology,33
AMZN.OQ,Consumer Discretionary,34
GM.N,Consumer Discretionary,35
NEE.N,Utilities,36
DAVA.N,Technology,37
M.N,Consumer Discretionary,38
FCEL.OQ,Energy,39
SSP.OQ,Consumer Discretionary,40
ENVX.OQ,Industrials,41
AAOI.OQ,Telecommunications,42
RIVN.OQ,Consumer Discretionary,43
DIS.N,Consumer Discretionary,44
HPE.N,Technology,45
OIS.N,Energy,46
RIG.N,Energy,47
SPWR.OQ,Energy,48
RTX.N,Industrials,49
ADTN.OQ,Telecommunications,50
VZ.N,Telecommunications,51
ARKO.OQ,Consumer Discretionary,52
TDS.N,Telecommunications,53
JKS.N,Energy,54
ACCO.N,Consumer Staples,55
GPS.N,Consumer Discretionary,56
RDUS.OQ,Basic Materials,57
MTTR.OQ,Technology,58
UTZ.N,Consumer Staples,59
EYPT.OQ,Health Care,60
NEM.N,Basic Materials,61
WEST.OQ,Consumer Staples,62
CMCSA.OQ,Telecommunications,63
META.OQ,Technology,64
SO.N,Utilities,65
FSLY.N,Technology,66
WULF.OQ,Technology,67
CNC.N,Health Care,68
CSCO.OQ,Telecommunications,69
IOT.N,Technology,70
PSX.N,Energy,71
AMGN.OQ,Health Care,72
EEX.N,Consumer Discretionary,73
CNXC.OQ,Technology,74
LQDA.OQ,Health Care,75
PEP.OQ,Consumer Staples,76
TMDX.OQ,Health Care,77
WMT.N,Consumer Discretionary,78
JNJ.N,Health Care,79
IFF.N,Basic Materials,80
GRAB.OQ,Consumer Discretionary,81
PG.N,Consumer Staples,82
DK.N,Energy,83
KDP.OQ,Consumer Staples,84
LUNG.OQ,Health Care,85
MPC.N,Energy,86
IART.OQ,Health Care,87
PENN.OQ,Consumer Discretionary,88
ALIT.N,Industrials,89
HOUS.N,Real Estate,90
DINO.N,Energy,91
RMD.N,Health Care,92
DAN.N,Consumer Discretionary,93
CARR.N,Industrials,94
NVST.N,Health Care,95
AMBP.N,Industrials,96
LHX.N,Industrials,97
ZIMV.OQ,Health Care,98
COOK.N,Consumer Discretionary,99
SEDG.OQ,Energy,100
QS.N,Consumer Discretionary,101
DUK.N,Utilities,102
OFIX.OQ,Health Care,103
AY.OQ,Utilities,104
ARRY.OQ,Energy,105
GDOT.N,Industrials,106
CCRN.OQ,Industrials,107
ZS.OQ,Technology,108
KLIC.OQ,Technology,109
JBLU.OQ,Consumer Discretionary,110
ADBE.OQ,Technology,111
PAR.N,Technology,112
PBF.N,Energy,113
SPCE.N,Industrials,114
TLRY.OQ,Health Care,115
DHR.N,Health Care,116
CTVA.N,Consumer Staples,117
EXPD.N,Industrials,118
EWTX.OQ,Health Care,119
SLDP.OQ,Energy,120
RBLX.N,Consumer Discretionary,121
ICE.N,Financials,122
COST.OQ,Consumer Discretionary,123
WLKP.N,Basic Materials,124
ROKU.OQ,Telecommunications,125
KHC.OQ,Consumer Staples,126
MDLZ.OQ,Consumer Staples,127
MDT.N,Health Care,128
OPEN.OQ,Real Estate,129
ADM.N,Consumer Staples,130
SPB.N,Consumer Staples,131
ARVN.OQ,Health Care,132
SJM.N,Consumer Staples,133
AMN.N,Industrials,134
SGRY.OQ,Health Care,135
IONS.OQ,Health Care,136
MNTK.OQ,Energy,137
TMCI.OQ,Health Care,138
ADP.OQ,Industrials,139
SRAD.OQ,Technology,140
TFX.N,Health Care,141
FOXF.OQ,Consumer Discretionary,142
APLS.OQ,Health Care,143
JNPR.N,Telecommunications,144
DD.N,Industrials,145
NKE.N,Consumer Discretionary,146
PDD.OQ,Technology,147
IDYA.OQ,Health Care,148
THS.N,Consumer Staples,149
NOW.N,Technology,150
VTRS.OQ,Health Care,151
AMRX.OQ,Health Care,152
NI.N,Utilities,153
CPLP.OQ,Industrials,154
JAZZ.OQ,Health Care,155
TWKS.OQ,Technology,156
OII.N,Energy,157
HY.N,Industrials,158
ELAN.N,Health Care,159
