Instrument,ICB Industry name,Rank
AMC.N,Consumer Discretionary,1
NVT.N,Industrials,2
TRVG.OQ,Consumer Discretionary,3
NWN.N,Utilities,4
GRTX.OQ,Health Care,5
GME.N,Consumer Discretionary,6
UFI.N,Basic Materials,7
WLY.N,Consumer Discretionary,8
WST.N,Health Care,9
ATO.N,Utilities,10
STIM.OQ,Health Care,11
BDC.N,Industrials,12
BSM.N,Energy,13
LECO.OQ,Industrials,14
SNDL.OQ,Health Care,15
MPAA.OQ,Consumer Discretionary,16
EVA.N,Energy,17
GHC.N,Consumer Discretionary,18
LEGH.OQ,Consumer Discretionary,19
WLKP.N,Basic Materials,20
FICO.N,Industrials,21
NBR.N,Energy,22
CVLG.OQ,Industrials,23
DEN.N,Energy,24
SWX.N,Utilities,25
BKH.N,Utilities,26
PII.N,Consumer Discretionary,27
GLP.N,Energy,28
IRBT.OQ,Consumer Discretionary,29
OMI.N,Health Care,30
EVC.N,Consumer Discretionary,31
HUBB.N,Industrials,32
CLDX.OQ,Health Care,33
AQMS.OQ,Utilities,34
DCI.N,Industrials,35
BRC.N,Industrials,36
VIR.OQ,Health Care,37
SON.N,Industrials,38
PRIM.OQ,Industrials,39
CONN.OQ,Consumer Discretionary,40
NEXA.N,Basic Materials,41
SCL.N,Basic Materials,42
BMI.N,Industrials,43
GPC.N,Consumer Discretionary,44
OGE.N,Utilities,45
LYTS.OQ,Industrials,46
MSA.N,Industrials,47
LGND.OQ,Health Care,48
TDS.N,Telecommunications,49
NWE.OQ,Utilities,50
BGS.N,Consumer Staples,51
GGG.N,Industrials,52
HAYN.OQ,Basic Materials,53
BOOM.OQ,Energy,54
RAD.N,Consumer Staples,55
SANM.OQ,Technology,56
RBBN.OQ,Telecommunications,57
RGP.OQ,Industrials,58
MATV.N,Basic Materials,59
OSIS.OQ,Industrials,60
BGFV.OQ,Consumer Discretionary,61
IDCC.OQ,Telecommunications,62
JHG.N,Financials,63
OSUR.OQ,Health Care,64
JYNT.OQ,Health Care,65
ATR.N,Industrials,66
MATW.OQ,Consumer Discretionary,67
CVLT.OQ,Technology,68
KOPN.OQ,Technology,69
MOGa.N,Industrials,70
CALX.N,Telecommunications,71
CAKE.OQ,Consumer Discretionary,72
DLB.N,Technology,73
QRVO.OQ,Technology,74
HCKT.OQ,Technology,75
VRA.OQ,Consumer Discretionary,76
AVO.OQ,Consumer Staples,77
CNDT.OQ,Industrials,78
FELE.OQ,Industrials,79
IHRT.OQ,Consumer Discretionary,80
PBH.N,Health Care,81
SXT.N,Basic Materials,82
POWL.OQ,Industrials,83
NDSN.OQ,Industrials,84
LSAK.OQ,Industrials,85
ALB.N,Basic Materials,86
IRTC.OQ,Health Care,87
NUE.N,Basic Materials,88
NTAP.OQ,Technology,89
TBI.N,Industrials,90
ABM.N,Industrials,91
SJM.N,Consumer Staples,92
UGI.N,Utilities,93
BNED.N,Consumer Discretionary,94
NFG.N,Utilities,95
LEG.N,Consumer Discretionary,96
BRO.N,Financials,97
CLFD.OQ,Telecommunications,98
HOOK.OQ,Health Care,99
NAT.N,Industrials,100
SGC.OQ,Consumer Discretionary,101
GRPN.OQ,Technology,102
OIG.OQ,Industrials,103
EXP.N,Industrials,104
ATEN.N,Technology,105
CSL.N,Industrials,106
