Instrument,ICB Industry name,Rank
ERII.OQ,Industrials,1
WSC.OQ,Industrials,2
NVGS.N,Industrials,3
CAAP.N,Industrials,4
XPEL.OQ,Consumer Discretionary,5
CRK.N,Energy,6
SUN.N,Energy,7
GEO.N,Real Estate,8
ATNI.OQ,Telecommunications,9
AMEH.OQ,Health Care,10
SR.N,Utilities,11
HARP.OQ,Health Care,12
MATX.N,Industrials,13
CWENa.N,Utilities,14
CXW.N,Industrials,15
ARCH.N,Energy,16
RPAY.OQ,Industrials,17
WNS.N,Industrials,18
RYN.N,Real Estate,19
KLIC.OQ,Technology,20
BRY.OQ,Energy,21
MEI.N,Technology,22
CODI.N,Financials,23
SKY.N,Consumer Discretionary,24
PBH.N,Health Care,25
FLWS.OQ,Consumer Discretionary,26
HCKT.OQ,Technology,27
FC.N,Industrials,28
LOOP.OQ,Utilities,29
TRGP.N,Energy,30
NOVA.N,Utilities,31
BCOR.OQ,Financials,32
NWE.OQ,Utilities,33
KAI.N,Industrials,34
STR.N,Energy,35
LPG.N,Industrials,36
ALEX.N,Real Estate,37
HSTM.OQ,Health Care,38
ETD.N,Consumer Discretionary,39
ATRC.OQ,Health Care,40
NWN.N,Utilities,41
BKH.N,Utilities,42
REVG.N,Industrials,43
PLOW.N,Industrials,44
NEP.N,Utilities,45
LMAT.OQ,Health Care,46
EGAN.OQ,Technology,47
ITGR.N,Health Care,48
SWX.N,Utilities,49
KN.N,Consumer Discretionary,50
EIX.N,Utilities,51
ORTX.OQ,Health Care,52
ACMR.OQ,Technology,53
APPF.OQ,Technology,54
GCO.N,Consumer Discretionary,55
SXI.N,Industrials,56
SCHN.OQ,Basic Materials,57
CACI.N,Technology,58
COO.N,Health Care,59
SJW.N,Utilities,60
BEST.N,Industrials,61
MLKN.OQ,Consumer Discretionary,62
RNG.N,Technology,63
DGII.OQ,Telecommunications,64
HEI.N,Industrials,65
ICPT.OQ,Health Care,66
NEPT.OQ,Health Care,67
KEX.N,Industrials,68
CSWI.OQ,Industrials,69
DCO.N,Industrials,70
MATW.OQ,Consumer Discretionary,71
USAC.N,Energy,72
FARO.OQ,Industrials,73
LAMR.OQ,Real Estate,74
ICFI.OQ,Industrials,75
YMAB.OQ,Health Care,76
TGH.N,Industrials,77
POR.N,Utilities,78
USNA.N,Consumer Staples,79
BV.N,Industrials,80
AKRO.OQ,Health Care,81
BLFS.OQ,Health Care,82
DTE.N,Utilities,83
FWRD.OQ,Industrials,84
CRL.N,Health Care,85
AIU.N,Consumer Discretionary,86
BLD.N,Industrials,87
AORT.N,Health Care,88
CNTG.OQ,Health Care,89
RGEN.OQ,Health Care,90
SBGI.OQ,Consumer Discretionary,91
INSW.N,Industrials,92
VPG.N,Industrials,93
IART.OQ,Health Care,94
CSGS.OQ,Technology,95
NX.N,Industrials,96
ECVT.N,Basic Materials,97
AWK.N,Utilities,98
CIVI.N,Energy,99
NVT.N,Industrials,100
ARLP.OQ,Energy,101
LRN.N,Consumer Discretionary,102
ASTE.OQ,Industrials,103
EGIO.OQ,Technology,104
ULTA.OQ,Consumer Discretionary,105
TX.N,Basic Materials,106
AVA.N,Utilities,107
OSPN.OQ,Technology,108
RMAX.N,Real Estate,109
WLDN.OQ,Industrials,110
LE.OQ,Consumer Discretionary,111
GDEN.OQ,Consumer Discretionary,112
QNST.OQ,Consumer Discretionary,113
EHC.N,Health Care,114
