Instrument,ICB Industry name,Rank
DECK.N,Consumer Discretionary,1
GOCO.OQ,Financials,2
MEC.N,Industrials,3
EDAP.OQ,Health Care,4
TGLS.N,Industrials,5
CLFD.OQ,Telecommunications,6
ANIP.OQ,Health Care,7
TMCI.OQ,Health Care,8
GAMB.OQ,Consumer Discretionary,9
MED.N,Consumer Staples,10
IBEX.OQ,Industrials,11
IIIV.OQ,Industrials,12
QTRX.OQ,Health Care,13
JJSF.OQ,Consumer Staples,14
HAE.N,Health Care,15
CRAI.OQ,Industrials,16
HCCI.OQ,Utilities,17
NOC.N,Industrials,18
CACI.N,Technology,19
RDNT.OQ,Health Care,20
IPAR.OQ,Consumer Discretionary,21
CVCO.OQ,Consumer Discretionary,22
CLH.N,Utilities,23
BASE.OQ,Technology,24
INSP.N,Health Care,25
FC.N,Industrials,26
CWST.OQ,Utilities,27
PERI.OQ,Technology,28
CECE.OQ,Industrials,29
RANI.OQ,Health Care,30
CSL.N,Industrials,31
AMK.N,Financials,32
MASI.OQ,Health Care,33
EXP.N,Industrials,34
STRL.OQ,Industrials,35
BKNG.OQ,Consumer Discretionary,36
USNA.N,Consumer Staples,37
OTTR.OQ,Industrials,38
CTRN.OQ,Consumer Discretionary,39
RICK.OQ,Consumer Discretionary,40
PDSB.OQ,Health Care,41
BURL.N,Consumer Discretionary,42
LYTS.OQ,Industrials,43
HI.N,Industrials,44
WTW.OQ,Financials,45
FWONA.OQ,Consumer Discretionary,46
RYI.N,Basic Materials,47
KOP.N,Basic Materials,48
MMS.N,Industrials,49
IIIN.N,Industrials,50
BCAB.OQ,Health Care,51
EXPE.OQ,Consumer Discretionary,52
PDFS.OQ,Technology,53
ATKR.N,Industrials,54
MTD.N,Industrials,55
SLVM.N,Basic Materials,56
ACM.N,Industrials,57
XPEL.OQ,Consumer Discretionary,58
NWPX.OQ,Basic Materials,59
SKYT.OQ,Technology,60
MOH.N,Health Care,61
DIOD.OQ,Technology,62
BERY.N,Industrials,63
QURE.OQ,Health Care,64
MTN.N,Consumer Discretionary,65
CDRE.N,Industrials,66
COLM.OQ,Consumer Discretionary,67
PHR.N,Health Care,68
BAND.OQ,Technology,69
HDSN.OQ,Industrials,70
ABC.N,Consumer Staples,71
BOOT.N,Consumer Discretionary,72
EXLS.OQ,Industrials,73
UTHR.OQ,Health Care,74
KAI.N,Industrials,75
SEE.N,Industrials,76
R.N,Industrials,77
HRT.N,Industrials,78
ANF.N,Consumer Discretionary,79
SCPL.OQ,Consumer Discretionary,80
LMT.N,Industrials,81
TMDX.OQ,Health Care,82
HSII.OQ,Industrials,83
HII.N,Industrials,84
SGHT.OQ,Health Care,85
AGCO.N,Industrials,86
CBZ.N,Industrials,87
FLL.OQ,Consumer Discretionary,88
MSA.N,Industrials,89
VMI.N,Industrials,90
FUL.N,Industrials,91
ASIX.N,Basic Materials,92
SPH.N,Consumer Discretionary,93
IBP.N,Industrials,94
CHEF.OQ,Consumer Staples,95
LNN.N,Industrials,96
WLKP.N,Basic Materials,97
SCHN.OQ,Basic Materials,98
ICFI.OQ,Industrials,99
PFSW.OQ,Industrials,100
SCVL.OQ,Consumer Discretionary,101
RS.N,Basic Materials,102
UTL.N,Utilities,103
ECVT.N,Basic Materials,104
MATW.OQ,Consumer Discretionary,105
MCFT.OQ,Consumer Discretionary,106
TFX.N,Health Care,107
RMAX.N,Real Estate,108
EPAM.N,Technology,109
KWR.N,Basic Materials,110
BBSI.OQ,Industrials,111
DORM.OQ,Consumer Discretionary,112
ULTA.OQ,Consumer Discretionary,113
FIX.N,Industrials,114
KAMN.N,Industrials,115
TNET.N,Industrials,116
ALG.N,Industrials,117
LIVN.OQ,Health Care,118
RGNX.OQ,Health Care,119
MCRI.OQ,Consumer Discretionary,120
USPH.N,Health Care,121
BCOR.OQ,Financials,122
POST.N,Consumer Staples,123
FHI.N,Financials,124
SILK.OQ,Health Care,125
PEN.N,Health Care,126
BRP.OQ,Financials,127
CEIX.N,Energy,128
AVA.N,Utilities,129
VIPS.N,Consumer Discretionary,130
LXU.N,Basic Materials,131
CIR.N,Industrials,132
LOPE.OQ,Consumer Discretionary,133
FCFS.OQ,Financials,134
HURN.OQ,Industrials,135
GDEN.OQ,Consumer Discretionary,136
CVRX.OQ,Health Care,137
CNC.N,Health Care,138
CE.N,Basic Materials,139
LDOS.N,Technology,140
IAS.OQ,Consumer Discretionary,141
AIR.N,Industrials,142
ELF.N,Consumer Discretionary,143
LNTH.OQ,Health Care,144
KRT.OQ,Industrials,145
CALX.N,Telecommunications,146
TTEC.OQ,Industrials,147
SRDX.OQ,Health Care,148
CXW.N,Industrials,149
JBL.N,Technology,150
ATGE.N,Consumer Discretionary,151
ACLS.OQ,Technology,152
NBIX.OQ,Health Care,153
DOOR.N,Industrials,154
CPSI.OQ,Health Care,155
DYN.OQ,Health Care,156
AVY.N,Basic Materials,157
MUSA.N,Consumer Discretionary,158
ENV.N,Technology,159
HNRG.OQ,Energy,160
NSIT.OQ,Technology,161
MGPI.OQ,Consumer Staples,162
IHS.N,Telecommunications,163
PATK.OQ,Industrials,164
GWRS.OQ,Utilities,165
