Instrument,ICB Industry name,Rank
AAPL.OQ,Technology,1
XOM.N,Energy,2
PFE.N,Health Care,3
VZ.N,Telecommunications,4
RNW.OQ,Utilities,5
MRK.N,Health Care,6
PG.N,Consumer Staples,7
WMT.N,Consumer Discretionary,8
NTES.OQ,Consumer Discretionary,9
JNJ.N,Health Care,10
MPC.N,Energy,11
KO.N,Consumer Staples,12
PSX.N,Energy,13
PEP.OQ,Consumer Staples,14
INTC.OQ,Technology,15
VLO.N,Energy,16
NEE.N,Utilities,17
CI.N,Health Care,18
PDD.OQ,Technology,19
V.N,Industrials,20
QCOM.OQ,Technology,21
VIPS.N,Consumer Discretionary,22
COST.OQ,Consumer Discretionary,23
COP.N,Energy,24
OXY.N,Energy,25
ABT.N,Health Care,26
ICE.N,Financials,27
HD.N,Consumer Discretionary,28
CME.OQ,Financials,29
CSCO.OQ,Telecommunications,30
CVS.N,Consumer Staples,31
MMM.N,Industrials,32
MDLZ.OQ,Consumer Staples,33
MSFT.OQ,Technology,34
KR.N,Consumer Staples,35
ACN.N,Industrials,36
BABA.N,Consumer Discretionary,37
GE.N,Industrials,38
IBM.N,Technology,39
KHC.OQ,Consumer Staples,40
DIS.N,Consumer Discretionary,41
HON.OQ,Industrials,42
RTX.N,Industrials,43
LIN.N,Basic Materials,44
UNP.N,Industrials,45
DHR.N,Health Care,46
PXD.N,Energy,47
NUE.N,Basic Materials,48
FDX.N,Industrials,49
ADM.N,Consumer Staples,50
COIN.OQ,Financials,51
DD.N,Industrials,52
MDT.N,Health Care,53
FISV.OQ,Industrials,54
UPS.N,Industrials,55
SO.N,Utilities,56
CVX.N,Energy,57
MRNA.OQ,Health Care,58
ABC.N,Consumer Staples,59
TGT.N,Consumer Discretionary,60
DOW.N,Basic Materials,61
TMO.N,Health Care,62
NOC.N,Industrials,63
PYPL.OQ,Industrials,64
ABBV.N,Health Care,65
SPGI.N,Financials,66
CNC.N,Health Care,67
MA.N,Industrials,68
LMT.N,Industrials,69
NKE.N,Consumer Discretionary,70
EOG.N,Energy,71
SRE.N,Utilities,72
GD.N,Industrials,73
JKS.N,Energy,74
GOOGL.OQ,Technology,75
KDP.OQ,Consumer Staples,76
LYB.N,Basic Materials,77
AEP.OQ,Utilities,78
AMZN.OQ,Consumer Discretionary,79
DUK.N,Utilities,80
META.OQ,Technology,81
DISH.OQ,Telecommunications,82
MMC.N,Financials,83
TME.N,Consumer Discretionary,84
GM.N,Consumer Discretionary,85
GILD.OQ,Health Care,86
D.N,Utilities,87
XEL.OQ,Utilities,88
AMD.OQ,Technology,89
CHK.OQ,Energy,90
MPLX.N,Energy,91
BIDU.OQ,Technology,92
TXN.OQ,Technology,93
TJX.N,Consumer Discretionary,94
TSN.N,Consumer Staples,95
ADP.OQ,Industrials,96
LLY.N,Health Care,97
AMT.N,Real Estate,98
PEG.N,Utilities,99
BDX.N,Health Care,100
FANG.OQ,Energy,101
CRM.N,Technology,102
EMR.N,Industrials,103
AVGO.OQ,Technology,104
ED.N,Utilities,105
AMAT.OQ,Technology,106
EXC.OQ,Utilities,107
CTRA.N,Energy,108
CTVA.N,Consumer Staples,109
ADBE.OQ,Technology,110
CSX.OQ,Industrials,111
DVN.N,Energy,112
ES.N,Utilities,113
GIS.N,Consumer Staples,114
WEC.N,Utilities,115
OMC.N,Consumer Discretionary,116
PCG.N,Utilities,117
AJG.N,Financials,118
TSLA.OQ,Consumer Discretionary,119
ACI.N,Consumer Staples,120
CCI.N,Real Estate,121
SYK.N,Health Care,122
MRO.N,Energy,123
MAR.OQ,Consumer Discretionary,124
MGM.N,Consumer Discretionary,125
SWN.N,Energy,126
CNP.N,Utilities,127
CEG.OQ,Utilities,128
CLF.N,Basic Materials,129
CMI.N,Industrials,130
FCX.N,Basic Materials,131
JCI.N,Industrials,132
RLX.N,Consumer Staples,133
REGN.OQ,Health Care,134
DG.N,Consumer Discretionary,135
EQT.N,Energy,136
BMY.N,Health Care,137
DLTR.OQ,Consumer Discretionary,138
WBA.OQ,Consumer Staples,139
BBY.N,Consumer Discretionary,140
NRG.N,Utilities,141
CBRE.N,Real Estate,142
CARR.N,Industrials,143
NI.N,Utilities,144
APD.N,Basic Materials,145
PAGP.OQ,Energy,146
RSG.N,Utilities,147
WM.N,Utilities,148
WMB.N,Energy,149
DTE.N,Utilities,150
CD.OQ,Technology,151
GPS.N,Consumer Discretionary,152
KMB.N,Consumer Staples,153
HPE.N,Technology,154
TEL.N,Technology,155
FE.N,Utilities,156
BSX.N,Health Care,157
PAA.OQ,Energy,158
LHX.N,Industrials,159
