Instrument,ICB Industry name,Rank
JKS.N,Energy,1
RNW.OQ,Utilities,2
DADA.OQ,Technology,3
MRVL.OQ,Technology,4
EQT.N,Energy,5
SWN.N,Energy,6
PLUG.OQ,Energy,7
TLRY.OQ,Health Care,8
CVNA.N,Consumer Discretionary,9
ALB.N,Basic Materials,10
WOLF.N,Technology,11
OPEN.OQ,Real Estate,12
MARA.OQ,Financials,13
LCID.OQ,Consumer Discretionary,14
NFE.OQ,Energy,15
KMX.N,Consumer Discretionary,16
GPS.N,Consumer Discretionary,17
PTON.OQ,Consumer Discretionary,18
FIS.N,Industrials,19
DNUT.OQ,Consumer Discretionary,20
NCLH.N,Consumer Discretionary,21
CTRA.N,Energy,22
NVTA.N,Health Care,23
SPWR.OQ,Energy,24
SWX.N,Utilities,25
DHT.N,Industrials,26
GME.N,Consumer Discretionary,27
MPLN.N,Health Care,28
ZG.OQ,Real Estate,29
MRO.N,Energy,30
DQ.N,Basic Materials,31
GH.OQ,Health Care,32
RPRX.OQ,Health Care,33
NOVA.N,Utilities,34
RXT.OQ,Technology,35
ADT.N,Industrials,36
CSIQ.OQ,Energy,37
CHGG.N,Consumer Discretionary,38
DISH.OQ,Telecommunications,39
GM.N,Consumer Discretionary,40
KDP.OQ,Consumer Staples,41
NEO.OQ,Health Care,42
MP.N,Basic Materials,43
ATO.N,Utilities,44
RNG.N,Technology,45
MCHP.OQ,Technology,46
TNK.N,Industrials,47
RCL.N,Consumer Discretionary,48
QRTEA.OQ,Consumer Discretionary,49
GOGL.OQ,Industrials,50
LAZR.OQ,Consumer Discretionary,51
PNW.N,Utilities,52
JBLU.OQ,Consumer Discretionary,53
FLNC.OQ,Energy,54
TSLA.OQ,Consumer Discretionary,55
CLVT.N,Technology,56
DM.N,Industrials,57
F.N,Consumer Discretionary,58
WBA.OQ,Consumer Staples,59
LTHM.N,Basic Materials,60
ON.OQ,Technology,61
NEP.N,Utilities,62
TRU.N,Industrials,63
WM.N,Utilities,64
CPNG.N,Consumer Discretionary,65
WBD.OQ,Consumer Discretionary,66
ETRN.N,Energy,67
NAT.N,Industrials,68
PSTG.N,Technology,69
RIOT.OQ,Financials,70
SE.N,Technology,71
GDOT.N,Industrials,72
WDC.OQ,Technology,73
CCL.N,Consumer Discretionary,74
AEVA.N,Technology,75
IGT.N,Consumer Discretionary,76
SKIN.OQ,Consumer Staples,77
DOCN.N,Technology,78
UBER.N,Consumer Discretionary,79
BIRD.OQ,Consumer Discretionary,80
DNB.N,Technology,81
AXL.N,Consumer Discretionary,82
NET.N,Technology,83
EQIX.OQ,Real Estate,84
DYN.OQ,Health Care,85
AMZN.OQ,Consumer Discretionary,86
LGFa.N,Consumer Discretionary,87
RLAY.OQ,Health Care,88
LUV.N,Consumer Discretionary,89
FCEL.OQ,Energy,90
HSC.N,Utilities,91
INSW.N,Industrials,92
ST.N,Industrials,93
DLTR.OQ,Consumer Discretionary,94
IRM.N,Real Estate,95
DDOG.OQ,Technology,96
MRK.N,Health Care,97
CHRW.OQ,Industrials,98
IHRT.OQ,Consumer Discretionary,99
WRK.N,Industrials,100
EIX.N,Utilities,101
APD.N,Basic Materials,102
AMRX.N,Health Care,103
IP.N,Basic Materials,104
FSLR.OQ,Energy,105
LIN.N,Basic Materials,106
NXPI.OQ,Technology,107
PAG.N,Consumer Discretionary,108
RRC.N,Energy,109
IAC.OQ,Technology,110
FLEX.OQ,Technology,111
AMWL.N,Health Care,112
MLCO.OQ,Consumer Discretionary,113
TDOC.N,Health Care,114
CFLT.OQ,Technology,115
HOOD.OQ,Financials,116
WEN.OQ,Consumer Discretionary,117
SG.N,Consumer Discretionary,118
PDD.OQ,Technology,119
ACMR.OQ,Technology,120
TEL.N,Technology,121
AMWD.OQ,Industrials,122
APH.N,Technology,123
LTH.N,Consumer Discretionary,124
PTRA.OQ,Industrials,125
SWK.N,Industrials,126
JCI.N,Industrials,127
GIS.N,Consumer Staples,128
BSX.N,Health Care,129
PII.N,Consumer Discretionary,130
SPCE.N,Industrials,131
BYND.OQ,Consumer Staples,132
CARR.N,Industrials,133
FSLY.N,Technology,134
TWOU.OQ,Consumer Discretionary,135
PANW.OQ,Technology,136
H.N,Consumer Discretionary,137
CRK.N,Energy,138
BAX.N,Health Care,139
AGL.N,Health Care,140
QSR.N,Consumer Discretionary,141
ZETA.N,Technology,142
LZ.OQ,Industrials,143
CF.N,Basic Materials,144
RXRX.OQ,Health Care,145
NVTS.OQ,Technology,146
NVDA.OQ,Technology,147
GT.OQ,Consumer Discretionary,148
NTAP.OQ,Technology,149
USFD.N,Consumer Staples,150
ARLP.OQ,Energy,151
NDAQ.OQ,Financials,152
AVT.OQ,Technology,153
CHWY.N,Consumer Discretionary,154
APTV.N,Consumer Discretionary,155
TOST.N,Technology,156
TSVT.OQ,Health Care,157
RIVN.OQ,Consumer Discretionary,158
PPG.N,Industrials,159
PLTR.N,Technology,160
BIP.N,Utilities,161
CXM.N,Technology,162
WOOF.OQ,Consumer Discretionary,163
PARA.OQ,Consumer Discretionary,164
REYN.OQ,Consumer Staples,165
ERAS.OQ,Health Care,166
HLT.N,Consumer Discretionary,167
SBLK.OQ,Industrials,168
FTNT.OQ,Technology,169
MQ.OQ,Industrials,170
LEA.N,Consumer Discretionary,171
RDFN.OQ,Real Estate,172
NKTR.OQ,Health Care,173
AZEK.N,Industrials,174
KOP.N,Basic Materials,175
NI.N,Utilities,176
RSG.N,Utilities,177
AGR.N,Utilities,178
DIS.N,Consumer Discretionary,179
CAPL.N,Energy,180
SKYT.OQ,Technology,181
BMY.N,Health Care,182
HOG.N,Consumer Discretionary,183
NEE.N,Utilities,184
VCYT.OQ,Health Care,185
NIO.N,Consumer Discretionary,186
CNM.N,Industrials,187
MRCY.OQ,Industrials,188
OGS.N,Utilities,189
SHCR.OQ,Health Care,190
OUT.N,Real Estate,191
FREY.N,Energy,192
CPLP.OQ,Industrials,193
CSX.OQ,Industrials,194
LYFT.OQ,Consumer Discretionary,195
CNP.N,Utilities,196
MAR.OQ,Consumer Discretionary,197
HTLD.OQ,Industrials,198
ENPH.OQ,Energy,199
BROS.N,Consumer Discretionary,200
AMAT.OQ,Technology,201
NMRK.OQ,Real Estate,202
DXCM.OQ,Health Care,203
SHC.OQ,Health Care,204
PL.N,Technology,205
SRE.N,Utilities,206
MSTR.OQ,Technology,207
BTU.N,Energy,208
CLOV.OQ,Health Care,209
