Instrument,ICB Industry name,Rank
BIDU.OQ,Technology,1
EQIX.OQ,Real Estate,2
FWONA.OQ,Consumer Discretionary,3
NRDS.OQ,Technology,4
MELI.OQ,Consumer Discretionary,5
AJG.N,Financials,6
ATAT.OQ,Consumer Discretionary,7
MMC.N,Financials,8
MODV.OQ,Health Care,9
MSTR.OQ,Technology,10
ICE.N,Financials,11
CLBT.OQ,Technology,12
BABA.N,Consumer Discretionary,13
CVRX.OQ,Health Care,14
EPAM.N,Technology,15
COST.OQ,Consumer Discretionary,16
HUBS.N,Technology,17
AMT.N,Real Estate,18
CAPL.N,Energy,19
MDB.OQ,Technology,20
KRYS.OQ,Health Care,21
PEN.N,Health Care,22
JBL.N,Technology,23
NSC.N,Industrials,24
CME.OQ,Financials,25
LLY.N,Health Care,26
FDS.N,Financials,27
TEAM.OQ,Technology,28
EL.N,Consumer Discretionary,29
IQV.N,Health Care,30
ELF.N,Consumer Discretionary,31
FC.N,Industrials,32
RNW.OQ,Utilities,33
ICHR.OQ,Technology,34
ZG.OQ,Real Estate,35
CC.N,Basic Materials,36
ZTS.N,Health Care,37
ZS.OQ,Technology,38
TMO.N,Health Care,39
WTW.OQ,Financials,40
ALRM.OQ,Technology,41
SPOT.N,Consumer Discretionary,42
MOH.N,Health Care,43
NOW.N,Technology,44
WM.N,Utilities,45
WH.N,Consumer Discretionary,46
SLP.OQ,Technology,47
CCI.N,Real Estate,48
ADP.OQ,Industrials,49
SAM.N,Consumer Staples,50
ORCL.N,Technology,51
SYK.N,Health Care,52
AMGN.OQ,Health Care,53
CRWD.OQ,Technology,54
GHM.N,Industrials,55
WNS.N,Industrials,56
IT.N,Technology,57
APD.N,Basic Materials,58
WST.N,Health Care,59
WDAY.OQ,Technology,60
WMG.OQ,Consumer Discretionary,61
SHAK.N,Consumer Discretionary,62
WDFC.OQ,Consumer Staples,63
CHTR.OQ,Telecommunications,64
ABBV.N,Health Care,65
CHE.N,Health Care,66
MNTK.OQ,Energy,67
BROS.N,Consumer Discretionary,68
LVS.N,Consumer Discretionary,69
BASE.OQ,Technology,70
SMAR.N,Technology,71
XPO.N,Industrials,72
NPCE.OQ,Health Care,73
WEAV.N,Technology,74
CYBR.OQ,Technology,75
SAIC.OQ,Technology,76
IRDM.OQ,Telecommunications,77
DUK.N,Utilities,78
STRL.OQ,Industrials,79
SYY.N,Consumer Staples,80
IDXX.OQ,Health Care,81
AMZN.OQ,Consumer Discretionary,82
DFIN.N,Industrials,83
MCO.N,Financials,84
DECK.N,Consumer Discretionary,85
FIZZ.OQ,Consumer Staples,86
BIGC.OQ,Technology,87
MLM.N,Industrials,88
GDDY.N,Technology,89
BFAM.N,Consumer Discretionary,90
CLX.N,Consumer Staples,91
VLTO.N,Industrials,92
BIP.N,Utilities,93
VMC.N,Industrials,94
NOC.N,Industrials,95
COR.N,Consumer Staples,96
HCKT.OQ,Technology,97
SMCI.OQ,Technology,98
BAH.N,Industrials,99
ECL.N,Basic Materials,100
EEFT.OQ,Industrials,101
BCPC.OQ,Basic Materials,102
ALV.N,Consumer Discretionary,103
HES.N,Energy,104
RGEN.OQ,Health Care,105
VRSK.OQ,Industrials,106
LMAT.OQ,Health Care,107
QSR.N,Consumer Discretionary,108
KD.N,Technology,109
MGNI.OQ,Technology,110
MTN.N,Consumer Discretionary,111
LHX.N,Industrials,112
CWST.OQ,Utilities,113
CI.N,Health Care,114
GWRE.N,Technology,115
CVLT.OQ,Technology,116
IBM.N,Technology,117
IFF.N,Basic Materials,118
TYL.N,Technology,119
AFYA.OQ,Consumer Discretionary,120
DVA.N,Health Care,121
UNP.N,Industrials,122
EXPE.OQ,Consumer Discretionary,123
CCK.N,Industrials,124
LPRO.OQ,Financials,125
PODD.OQ,Health Care,126
RYAN.N,Financials,127
CDNS.OQ,Technology,128
ESTC.N,Technology,129
WMT.N,Consumer Discretionary,130
DLO.OQ,Industrials,131
MSI.N,Telecommunications,132
SAIA.OQ,Industrials,133
AXON.OQ,Industrials,134
STE.N,Health Care,135
UPS.N,Industrials,136
CINT.N,Technology,137
ALKT.OQ,Technology,138
SUN.N,Energy,139
NS.N,Energy,140
TMUS.OQ,Telecommunications,141
PAGS.N,Industrials,142
MMM.N,Industrials,143
NKE.N,Consumer Discretionary,144
GD.N,Industrials,145
NOVT.OQ,Technology,146
KO.N,Consumer Staples,147
FI.N,Industrials,148
HON.OQ,Industrials,149
NABL.N,Technology,150
PH.N,Industrials,151
LMB.OQ,Industrials,152
LNW.OQ,Consumer Discretionary,153
POWL.OQ,Industrials,154
BWMN.OQ,Industrials,155
KLAC.OQ,Technology,156
EVER.OQ,Technology,157
CMCSA.OQ,Telecommunications,158
RPM.N,Industrials,159
GGG.N,Industrials,160
NGMS.OQ,Consumer Discretionary,161
NBR.N,Energy,162
ICFI.OQ,Industrials,163
T.N,Telecommunications,164
MANU.N,Consumer Discretionary,165
HESM.N,Energy,166
VZ.N,Telecommunications,167
STZ.N,Consumer Staples,168
PI.OQ,Technology,169
CNC.N,Health Care,170
CDW.OQ,Technology,171
EIX.N,Utilities,172
ALXO.OQ,Health Care,173
RDWR.OQ,Technology,174
BR.N,Financials,175
ES.N,Utilities,176
CPE.N,Energy,177
WAT.N,Industrials,178
GPC.N,Consumer Discretionary,179
ARHS.OQ,Consumer Discretionary,180
PTC.OQ,Technology,181
WFRD.OQ,Energy,182
KRT.OQ,Industrials,183
STAA.OQ,Health Care,184
FN.N,Technology,185
CDRE.N,Industrials,186
RYN.N,Real Estate,187
MUSA.N,Consumer Discretionary,188
SYNA.OQ,Technology,189
BRP.OQ,Financials,190
TT.N,Industrials,191
IOT.N,Technology,192
NBIX.OQ,Health Care,193
AVO.OQ,Consumer Staples,194
TMDX.OQ,Health Care,195
MTRN.N,Basic Materials,196
LDOS.N,Technology,197
MNDY.OQ,Technology,198
SGHC.N,Consumer Discretionary,199
CCCS.OQ,Technology,200
DT.N,Technology,201
GILD.OQ,Health Care,202
ICLR.OQ,Health Care,203
FTRE.OQ,Health Care,204
BIIB.OQ,Health Care,205
IEX.N,Industrials,206
VYX.N,Technology,207
BLKB.OQ,Technology,208
ORN.N,Industrials,209
FUL.N,Industrials,210
JKHY.OQ,Industrials,211
HDSN.OQ,Industrials,212
CPAY.N,Industrials,213
SHW.N,Industrials,214
AVY.N,Basic Materials,215
AIN.N,Industrials,216
GLP.N,Energy,217
AWI.N,Industrials,218
VRTX.OQ,Health Care,219
NXPI.OQ,Technology,220
KBR.N,Technology,221
INST.N,Consumer Discretionary,222
DTE.N,Utilities,223
PCH.OQ,Real Estate,224
INTU.OQ,Technology,225
CVS.N,Consumer Staples,226
DOW.N,Basic Materials,227
SO.N,Utilities,228
CHH.N,Consumer Discretionary,229
JBHT.OQ,Industrials,230
INTA.OQ,Technology,231
EE.N,Utilities,232
LAMR.OQ,Real Estate,233
CHEF.OQ,Consumer Staples,234
REYN.OQ,Consumer Staples,235
GE.N,Industrials,236
BDX.N,Health Care,237
ABT.N,Health Care,238
ACN.N,Industrials,239
SHC.OQ,Health Care,240
LZ.OQ,Industrials,241
JJSF.OQ,Consumer Staples,242
PLAY.OQ,Consumer Discretionary,243
EVR.N,Financials,244
BWXT.N,Industrials,245
SP.OQ,Industrials,246
ATR.N,Industrials,247
ENTG.OQ,Technology,248
KMB.N,Consumer Staples,249
D.N,Utilities,250
GWRS.OQ,Utilities,251
CARR.N,Industrials,252
TTEK.OQ,Industrials,253
PCG.N,Utilities,254
AZTA.OQ,Health Care,255
WLKP.N,Basic Materials,256
MSM.N,Industrials,257
AWK.N,Utilities,258
POWI.OQ,Technology,259
HSY.N,Consumer Staples,260
CIEN.N,Telecommunications,261
RARE.OQ,Health Care,262
HQY.OQ,Health Care,263
MA.N,Industrials,264
SKYT.OQ,Technology,265
PLXS.OQ,Technology,266
CRM.N,Technology,267
SEE.N,Industrials,268
TDC.N,Technology,269
LMT.N,Industrials,270
THC.N,Health Care,271
A.N,Health Care,272
EDU.N,Consumer Discretionary,273
BFb.N,Consumer Staples,274
LII.N,Industrials,275
LYB.N,Basic Materials,276
ADBE.OQ,Technology,277
IRM.N,Real Estate,278
FE.N,Utilities,279
BILI.OQ,Technology,280
PCTY.OQ,Industrials,281
