Instrument,ICB Industry name,Rank
GLOP.N,Industrials,1
SM.N,Energy,2
BRY.OQ,Energy,3
PLBY.OQ,Consumer Staples,4
IPI.N,Basic Materials,5
NMM.N,Industrials,6
CNX.N,Energy,7
VSEC.OQ,Industrials,8
GPRE.OQ,Energy,9
QD.N,Financials,10
ANAB.OQ,Health Care,11
WFRD.OQ,Energy,12
MTW.N,Industrials,13
ANDE.OQ,Consumer Staples,14
KNX.N,Industrials,15
KLIC.OQ,Technology,16
MAXN.OQ,Energy,17
DAC.N,Industrials,18
TMST.N,Basic Materials,19
DDS.N,Consumer Discretionary,20
DEN.N,Energy,21
ZEUS.OQ,Basic Materials,22
HCCI.OQ,Utilities,23
X.N,Basic Materials,24
GSL.N,Industrials,25
CIVI.N,Energy,26
METC.OQ,Energy,27
SCOR.OQ,Technology,28
ENTA.OQ,Health Care,29
HZO.N,Consumer Discretionary,30
PERI.OQ,Technology,31
CRK.N,Energy,32
CPLP.OQ,Industrials,33
BLUE.OQ,Health Care,34
MX.N,Technology,35
ASIX.N,Basic Materials,36
NUE.N,Basic Materials,37
TGH.N,Industrials,38
TNK.N,Industrials,39
TPC.N,Industrials,40
RUSHA.OQ,Consumer Discretionary,41
ACLS.OQ,Technology,42
CSV.N,Consumer Discretionary,43
TGLS.N,Industrials,44
CCRN.OQ,Industrials,45
EVC.N,Consumer Discretionary,46
HUBG.OQ,Industrials,47
III.OQ,Industrials,48
SXC.N,Energy,49
CTS.N,Technology,50
KN.N,Consumer Discretionary,51
NVT.N,Industrials,52
GLP.N,Energy,53
CPS.N,Consumer Discretionary,54
OLN.N,Basic Materials,55
SUM.N,Industrials,56
INSW.N,Industrials,57
LE.OQ,Consumer Discretionary,58
CRNC.OQ,Technology,59
RYI.N,Basic Materials,60
ARCB.OQ,Industrials,61
EBIX.OQ,Technology,62
UCTT.OQ,Technology,63
TDOC.N,Health Care,64
SGC.OQ,Consumer Discretionary,65
GTHX.OQ,Health Care,66
UFPI.OQ,Basic Materials,67
TALO.N,Energy,68
ASLE.OQ,Industrials,69
LEGH.OQ,Consumer Discretionary,70
KIDS.OQ,Health Care,71
REGN.OQ,Health Care,72
LGND.OQ,Health Care,73
SCHN.OQ,Basic Materials,74
STLD.OQ,Basic Materials,75
APOG.OQ,Industrials,76
FSLR.OQ,Energy,77
AOSL.OQ,Technology,78
ASO.OQ,Consumer Discretionary,79
MERC.OQ,Basic Materials,80
NOVA.N,Utilities,81
GMS.N,Industrials,82
MARA.OQ,Financials,83
PDCE.OQ,Energy,84
ATKR.N,Industrials,85
URBN.OQ,Consumer Discretionary,86
WIRE.OQ,Industrials,87
UFI.N,Basic Materials,88
TH.OQ,Industrials,89
CYRX.OQ,Industrials,90
CARA.OQ,Health Care,91
CSIQ.OQ,Energy,92
CARS.N,Consumer Discretionary,93
AIR.N,Industrials,94
GHC.N,Consumer Discretionary,95
APYX.OQ,Health Care,96
RRX.N,Industrials,97
CENT.OQ,Consumer Discretionary,98
TWNK.OQ,Consumer Staples,99
FIX.N,Industrials,100
SPTN.OQ,Consumer Staples,101
LH.N,Health Care,102
TRS.OQ,Industrials,103
AMSC.OQ,Energy,104
DY.N,Industrials,105
WCC.N,Industrials,106
CTLP.OQ,Industrials,107
OTTR.OQ,Industrials,108
CDXS.OQ,Health Care,109
NOTV.OQ,Health Care,110
BLD.N,Industrials,111
HBIO.OQ,Health Care,112
KOP.N,Basic Materials,113
BV.N,Industrials,114
ARLP.OQ,Energy,115
BIO.N,Health Care,116
KMT.N,Industrials,117
SMPL.OQ,Consumer Staples,118
WRK.N,Industrials,119
SP.OQ,Industrials,120
KMDA.OQ,Health Care,121
KSS.N,Consumer Discretionary,122
STRL.OQ,Industrials,123
FWRD.OQ,Industrials,124
DOOR.N,Industrials,125
SSP.OQ,Consumer Discretionary,126
GNK.N,Industrials,127
M.N,Consumer Discretionary,128
AN.N,Consumer Discretionary,129
TVTX.OQ,Health Care,130
FLR.N,Industrials,131
CBZ.N,Industrials,132
AY.OQ,Utilities,133
EQT.N,Energy,134
SXI.N,Industrials,135
AMOT.OQ,Industrials,136
IOSP.OQ,Basic Materials,137
CNNE.N,Financials,138
BLFS.OQ,Health Care,139
GIII.OQ,Consumer Discretionary,140
