Instrument,ICB Industry name,Rank
TNP.N,Industrials,1
CPLP.OQ,Industrials,2
IPI.N,Basic Materials,3
NVGS.N,Industrials,4
TIGO.OQ,Telecommunications,5
NETI.N,Industrials,6
LEGH.OQ,Consumer Discretionary,7
SCSC.OQ,Technology,8
MERC.OQ,Basic Materials,9
DAC.N,Industrials,10
GLOP.N,Industrials,11
ALCO.OQ,Consumer Staples,12
REX.N,Energy,13
GHC.N,Consumer Discretionary,14
ANDE.OQ,Consumer Staples,15
FDP.N,Consumer Staples,16
EHTH.OQ,Financials,17
TRVG.OQ,Consumer Discretionary,18
KNOP.N,Industrials,19
NMM.N,Industrials,20
SGHC.N,Consumer Discretionary,21
APEI.OQ,Consumer Discretionary,22
NGVC.N,Consumer Staples,23
ATRO.OQ,Industrials,24
LCUT.OQ,Consumer Discretionary,25
GSL.N,Industrials,26
TDW.N,Energy,27
RNGR.N,Energy,28
USM.N,Telecommunications,29
NPO.N,Industrials,30
POWL.OQ,Industrials,31
R.N,Industrials,32
SMCI.OQ,Technology,33
DCO.N,Industrials,34
INT.N,Energy,35
STRA.OQ,Consumer Discretionary,36
CMRE.N,Industrials,37
TDS.N,Telecommunications,38
ZEUS.OQ,Basic Materials,39
VSEC.OQ,Industrials,40
ACA.N,Energy,41
PBH.N,Health Care,42
FATH.N,Industrials,43
INSW.N,Industrials,44
CPSI.OQ,Health Care,45
OPRA.OQ,Technology,46
TX.N,Basic Materials,47
VNET.OQ,Technology,48
SST.N,Technology,49
PTVE.OQ,Industrials,50
TPC.N,Industrials,51
OFIX.OQ,Health Care,52
ABG.N,Consumer Discretionary,53
SWX.N,Utilities,54
COLM.OQ,Consumer Discretionary,55
NAT.N,Industrials,56
IOSP.OQ,Basic Materials,57
SPTN.OQ,Consumer Staples,58
CENT.OQ,Consumer Discretionary,59
NTCT.OQ,Technology,60
NEXA.N,Basic Materials,61
AMWD.OQ,Industrials,62
ATNI.OQ,Telecommunications,63
CANG.N,Technology,64
SFL.N,Industrials,65
EPC.N,Consumer Staples,66
ALTO.OQ,Basic Materials,67
LPG.N,Industrials,68
RRX.N,Industrials,69
ASIX.N,Basic Materials,70
AVNW.OQ,Telecommunications,71
RMAX.N,Real Estate,72
NWE.OQ,Utilities,73
ALE.N,Utilities,74
TTMI.OQ,Technology,75
MTX.N,Basic Materials,76
LSAK.OQ,Industrials,77
CEIX.N,Energy,78
SR.N,Utilities,79
GPI.N,Consumer Discretionary,80
CVLG.OQ,Industrials,81
AZZ.N,Industrials,82
CMCO.OQ,Industrials,83
SKYW.OQ,Consumer Discretionary,84
LILA.OQ,Telecommunications,85
SWI.N,Technology,86
DRQ.N,Energy,87
OSUR.OQ,Health Care,88
GOGL.OQ,Industrials,89
BKH.N,Utilities,90
PUMP.N,Energy,91
HAYN.OQ,Basic Materials,92
ODP.OQ,Consumer Discretionary,93
HPK.OQ,Energy,94
CVEO.N,Energy,95
TGH.N,Industrials,96
CONN.OQ,Consumer Discretionary,97
AVT.OQ,Technology,98
NOMD.N,Consumer Staples,99
EBIX.OQ,Technology,100
KHC.OQ,Consumer Staples,101
PATK.OQ,Industrials,102
SSP.OQ,Consumer Discretionary,103
HURN.OQ,Industrials,104
SXC.N,Energy,105
PANL.OQ,Industrials,106
ACCO.N,Consumer Staples,107
MYGN.OQ,Health Care,108
SPH.N,Consumer Discretionary,109
RS.N,Basic Materials,110
GLNG.OQ,Energy,111
GIII.OQ,Consumer Discretionary,112
TNK.N,Industrials,113
LAD.N,Consumer Discretionary,114
PAG.N,Consumer Discretionary,115
HYFM.OQ,Industrials,116
VFF.OQ,Consumer Staples,117
LGFa.N,Consumer Discretionary,118
UP.N,Consumer Discretionary,119
FREE.OQ,Consumer Staples,120
SXI.N,Industrials,121
HUBG.OQ,Industrials,122
GTES.N,Industrials,123
YELP.N,Technology,124
NWPX.OQ,Basic Materials,125
IDA.N,Utilities,126
UPLD.OQ,Technology,127
WTTR.N,Energy,128
DK.N,Energy,129
PRIM.OQ,Industrials,130
UNFI.N,Consumer Staples,131
KEX.N,Industrials,132
DGII.OQ,Telecommunications,133
ESE.N,Industrials,134
VLO.N,Energy,135
TAP.N,Consumer Staples,136
WCC.N,Industrials,137
NXST.OQ,Consumer Discretionary,138
ANIK.OQ,Health Care,139
INGR.N,Consumer Staples,140
EGLE.OQ,Industrials,141
BCC.N,Basic Materials,142
AGIO.OQ,Health Care,143
HZO.N,Consumer Discretionary,144
MOS.N,Basic Materials,145
MTW.N,Industrials,146
DOYU.OQ,Technology,147
DNOW.N,Energy,148
ATSG.OQ,Industrials,149
MATX.N,Industrials,150
SBLK.OQ,Industrials,151
TWNK.OQ,Consumer Staples,152
DINO.N,Energy,153
WRK.N,Industrials,154
AGR.N,Utilities,155
KN.N,Consumer Discretionary,156
GEF.N,Industrials,157
ENVA.N,Financials,158
AVIR.OQ,Health Care,159
PVH.N,Consumer Discretionary,160
SPB.N,Consumer Staples,161
UFI.N,Basic Materials,162
LBTYA.OQ,Telecommunications,163
KALU.OQ,Basic Materials,164
OIS.N,Energy,165
KAMN.N,Industrials,166
SNX.N,Technology,167
LNDC.OQ,Consumer Staples,168
UFPI.OQ,Basic Materials,169
PNW.N,Utilities,170
GFF.N,Industrials,171
CVCO.OQ,Consumer Discretionary,172
THR.N,Industrials,173
USFD.N,Consumer Staples,174
HCCI.OQ,Utilities,175
WLKP.N,Basic Materials,176
HCC.N,Energy,177
SGC.OQ,Consumer Discretionary,178
GNK.N,Industrials,179
CRS.N,Basic Materials,180
B.N,Industrials,181
MAN.N,Industrials,182
SANM.OQ,Technology,183
AVNS.N,Health Care,184
LE.OQ,Consumer Discretionary,185
DHX.N,Industrials,186
OGS.N,Utilities,187
RUSHA.OQ,Consumer Discretionary,188
SMP.N,Consumer Discretionary,189
FCFS.OQ,Financials,190
VSTO.N,Consumer Discretionary,191
ETD.N,Consumer Discretionary,192
CACI.N,Technology,193
CNNE.N,Financials,194
PXD.N,Energy,195
DHT.N,Industrials,196
STZ.N,Consumer Staples,197
MTLS.OQ,Technology,198
LHX.N,Industrials,199
MATW.OQ,Consumer Discretionary,200
SNDL.OQ,Health Care,201
NWN.N,Utilities,202
BIG.N,Consumer Discretionary,203
JHG.N,Financials,204
ULH.OQ,Industrials,205
AVD.N,Basic Materials,206
REVG.N,Industrials,207
XPRO.N,Energy,208
CNTY.OQ,Consumer Discretionary,209
QRTEA.OQ,Consumer Discretionary,210
ENOV.N,Health Care,211
BV.N,Industrials,212
MTRN.N,Basic Materials,213
NBR.N,Energy,214
TWOU.OQ,Consumer Discretionary,215
NX.N,Industrials,216
UFPT.OQ,Health Care,217
METC.OQ,Energy,218
RES.N,Energy,219
IFF.N,Basic Materials,220
HP.N,Energy,221
POST.N,Consumer Staples,222
SJM.N,Consumer Staples,223
PWSC.N,Consumer Discretionary,224
HI.N,Industrials,225
URBN.OQ,Consumer Discretionary,226
MEI.N,Technology,227
SAH.N,Consumer Discretionary,228
CALM.OQ,Consumer Staples,229
NXGN.OQ,Health Care,230
ZBH.N,Health Care,231
ANGO.OQ,Health Care,232
NWSA.OQ,Consumer Discretionary,233
LIN.N,Basic Materials,234
DLX.N,Industrials,235
PSFE.N,Industrials,236
CHUY.OQ,Consumer Discretionary,237
BBSI.OQ,Industrials,238
RIG.N,Energy,239
AMR.N,Energy,240
MPAA.OQ,Consumer Discretionary,241
AGX.N,Industrials,242
SCHN.OQ,Basic Materials,243
ANIP.OQ,Health Care,244
POR.N,Utilities,245
NJR.N,Utilities,246
SOL.N,Energy,247
KRNT.OQ,Industrials,248
ICUI.OQ,Health Care,249
IPSC.OQ,Health Care,250
BGFV.OQ,Consumer Discretionary,251
PLUS.OQ,Technology,252
FN.N,Technology,253
HTLD.OQ,Industrials,254
KOP.N,Basic Materials,255
MHK.N,Industrials,256
KORE.N,Technology,257
ARLP.OQ,Energy,258
ANF.N,Consumer Discretionary,259
SCVL.OQ,Consumer Discretionary,260
VTRU.OQ,Consumer Discretionary,261
SLCA.N,Basic Materials,262
ARCE.OQ,Consumer Discretionary,263
PERI.OQ,Technology,264
SHEN.OQ,Telecommunications,265
RGP.OQ,Industrials,266
MASS.OQ,Health Care,267
WMT.N,Consumer Discretionary,268
ASGN.N,Industrials,269
MGPI.OQ,Consumer Staples,270
ALG.N,Industrials,271
SLGN.N,Industrials,272
TSVT.OQ,Health Care,273
CASY.OQ,Consumer Staples,274
ARW.N,Technology,275
HSTM.OQ,Health Care,276
AVGO.OQ,Technology,277
