Instrument,ICB Industry name,Rank
VIPS.N,Consumer Discretionary,1
X.N,Basic Materials,2
IRWD.OQ,Health Care,3
STLD.OQ,Basic Materials,4
HRB.N,Consumer Discretionary,5
DBI.N,Consumer Discretionary,6
WTI.N,Energy,7
ANF.N,Consumer Discretionary,8
TDS.N,Telecommunications,9
WSO.N,Industrials,10
TRIP.OQ,Consumer Discretionary,11
M.N,Consumer Discretionary,12
PR.N,Energy,13
FLR.N,Industrials,14
HCC.N,Energy,15
CLF.N,Basic Materials,16
CAL.N,Consumer Discretionary,17
CEIX.N,Energy,18
PARR.N,Energy,19
LBRT.N,Energy,20
CALM.OQ,Consumer Staples,21
APLD.OQ,Technology,22
RXT.OQ,Technology,23
KLIC.OQ,Technology,24
CPE.N,Energy,25
HPE.N,Technology,26
CVX.N,Energy,27
BTU.N,Energy,28
JWN.N,Consumer Discretionary,29
EVH.N,Health Care,30
WSM.N,Consumer Discretionary,31
PDCO.OQ,Health Care,32
CHK.OQ,Energy,33
LPI.N,Energy,34
CCRN.OQ,Industrials,35
SE.N,Technology,36
XOM.N,Energy,37
TAL.N,Consumer Discretionary,38
MXL.OQ,Technology,39
SRRK.OQ,Health Care,40
CNX.N,Energy,41
ATVI.OQ,Consumer Discretionary,42
HPK.OQ,Energy,43
OLO.N,Technology,44
IP.N,Basic Materials,45
DXC.N,Technology,46
SMTC.OQ,Technology,47
CRGY.N,Energy,48
PAG.N,Consumer Discretionary,49
ARCH.N,Energy,50
SYNA.OQ,Technology,51
CHS.N,Consumer Discretionary,52
RRC.N,Energy,53
RBLX.N,Consumer Discretionary,54
CNM.N,Industrials,55
TWI.N,Industrials,56
FERG.N,Industrials,57
MDRX.OQ,Technology,58
SFM.OQ,Consumer Staples,59
ACMR.OQ,Technology,60
SGH.OQ,Technology,61
SANM.OQ,Technology,62
FYBR.OQ,Telecommunications,63
VST.N,Utilities,64
ICPT.OQ,Health Care,65
ABG.N,Consumer Discretionary,66
CNC.N,Health Care,67
KOS.N,Energy,68
TER.OQ,Technology,69
META.OQ,Technology,70
AMAT.OQ,Technology,71
HNI.N,Consumer Discretionary,72
ABC.N,Consumer Staples,73
NUE.N,Basic Materials,74
OSUR.OQ,Health Care,75
HZO.N,Consumer Discretionary,76
BC.N,Industrials,77
XPO.N,Industrials,78
PCOR.N,Technology,79
LRN.N,Consumer Discretionary,80
CNK.N,Consumer Discretionary,81
VSTO.N,Consumer Discretionary,82
