Instrument,ICB Industry name,Rank
RAD.N,Consumer Staples,1
INNV.OQ,Health Care,2
GTH.OQ,Health Care,3
EAR.OQ,Health Care,4
VAPO.N,Health Care,5
AFIB.OQ,Health Care,6
STNE.OQ,Industrials,7
ANNX.OQ,Health Care,8
MTLS.OQ,Technology,9
PTGX.OQ,Health Care,10
MELI.OQ,Consumer Discretionary,11
SFT.OQ,Consumer Discretionary,12
DKNG.OQ,Consumer Discretionary,13
CVNA.N,Consumer Discretionary,14
CGNT.OQ,Technology,15
PASG.OQ,Health Care,16
NVAX.OQ,Health Care,17
QURE.OQ,Health Care,18
NET.N,Technology,19
SRRK.OQ,Health Care,20
EDIT.OQ,Health Care,21
PTON.OQ,Consumer Discretionary,22
ZI.OQ,Technology,23
SCWX.OQ,Technology,24
DZSI.OQ,Telecommunications,25
BEAM.OQ,Health Care,26
NRIX.OQ,Health Care,27
IBEX.OQ,Industrials,28
PFMT.OQ,Industrials,29
NSTG.OQ,Health Care,30
CSTL.OQ,Health Care,31
GME.N,Consumer Discretionary,32
BDTX.OQ,Health Care,33
AMWL.N,Health Care,34
ORIC.OQ,Health Care,35
TLS.OQ,Technology,36
FOLD.OQ,Health Care,37
RLAY.OQ,Health Care,38
ADPT.OQ,Health Care,39
VNET.OQ,Technology,40
HBIO.OQ,Health Care,41
ALT.OQ,Health Care,42
TREE.OQ,Financials,43
SKLZ.N,Technology,44
BLI.OQ,Health Care,45
VRNS.OQ,Technology,46
IRDM.OQ,Telecommunications,47
PDD.OQ,Technology,48
SGRY.OQ,Health Care,49
BAND.OQ,Technology,50
THC.N,Health Care,51
PHR.N,Health Care,52
SIBN.OQ,Health Care,53
UPLD.OQ,Technology,54
HYFM.OQ,Industrials,55
KC.OQ,Technology,56
VTNR.OQ,Utilities,57
EXPR.N,Consumer Discretionary,58
DADA.OQ,Technology,59
PRO.N,Technology,60
NWL.OQ,Consumer Discretionary,61
ALTR.OQ,Technology,62
PRAX.OQ,Health Care,63
FGEN.OQ,Health Care,64
SWAV.OQ,Health Care,65
EPAC.N,Industrials,66
MASS.OQ,Health Care,67
HGEN.OQ,Health Care,68
NLTX.OQ,Health Care,69
CHGG.N,Consumer Discretionary,70
RCKT.OQ,Health Care,71
LNDC.OQ,Consumer Staples,72
BIGC.OQ,Technology,73
PTCT.OQ,Health Care,74
BCO.N,Industrials,75
NEWR.N,Technology,76
LPSN.OQ,Technology,77
EGAN.OQ,Technology,78
PACK.N,Industrials,79
SHOP.N,Technology,80
TXG.OQ,Health Care,81
FATE.OQ,Health Care,82
STAA.OQ,Health Care,83
PD.N,Technology,84
KYMR.OQ,Health Care,85
BILI.OQ,Technology,86
SDGR.OQ,Technology,87
UTL.N,Utilities,88
