Instrument,ICB Industry name,Rank
NIO.N,Consumer Discretionary,1
COIN.OQ,Financials,2
GM.N,Consumer Discretionary,3
DNMR.N,Industrials,4
RIOT.OQ,Financials,5
OPEN.OQ,Real Estate,6
HOOD.OQ,Financials,7
MARA.OQ,Financials,8
EBS.N,Health Care,9
BIG.N,Consumer Discretionary,10
RIG.N,Energy,11
X.N,Basic Materials,12
NVAX.OQ,Health Care,13
SKLZ.N,Technology,14
DISH.OQ,Telecommunications,15
RIVN.OQ,Consumer Discretionary,16
MPLN.N,Health Care,17
CPE.N,Energy,18
MVST.OQ,Industrials,19
GEVO.OQ,Energy,20
CLF.N,Basic Materials,21
DNA.N,Health Care,22
HPE.N,Technology,23
JKS.N,Energy,24
IONQ.N,Technology,25
QS.N,Consumer Discretionary,26
CLOV.OQ,Health Care,27
SLDP.OQ,Energy,28
ASRT.OQ,Health Care,29
OPK.OQ,Health Care,30
FCEL.OQ,Energy,31
PINS.N,Technology,32
CCL.N,Consumer Discretionary,33
INTC.OQ,Technology,34
F.N,Consumer Discretionary,35
XPEV.N,Consumer Discretionary,36
TDS.N,Telecommunications,37
PBF.N,Energy,38
TLRY.OQ,Health Care,39
BFLY.N,Health Care,40
GEO.N,Real Estate,41
CDE.N,Basic Materials,42
KSS.N,Consumer Discretionary,43
M.N,Consumer Discretionary,44
CNX.N,Energy,45
VTRS.OQ,Health Care,46
TSLA.OQ,Consumer Discretionary,47
SLGC.OQ,Health Care,48
CME.OQ,Financials,49
ACHR.N,Industrials,50
NET.N,Technology,51
MTTR.OQ,Technology,52
TDUP.OQ,Consumer Discretionary,53
HL.N,Basic Materials,54
LPI.N,Energy,55
CMRE.N,Industrials,56
DM.N,Industrials,57
INT.N,Energy,58
WBD.OQ,Consumer Discretionary,59
TAL.N,Consumer Discretionary,60
NVTS.OQ,Technology,61
FSLY.N,Technology,62
COMP.N,Real Estate,63
EZPW.OQ,Financials,64
NOV.N,Energy,65
ATVI.OQ,Consumer Discretionary,66
RXT.OQ,Technology,67
FTCH.N,Consumer Discretionary,68
OLO.N,Technology,69
GT.OQ,Consumer Discretionary,70
PLUG.OQ,Energy,71
BTU.N,Energy,72
HLX.N,Energy,73
LUMN.N,Telecommunications,74
IP.N,Basic Materials,75
SSRM.OQ,Basic Materials,76
SNX.N,Technology,77
COOK.N,Consumer Discretionary,78
ACCO.N,Consumer Staples,79
SFIX.OQ,Consumer Discretionary,80
PACK.N,Industrials,81
NETI.N,Industrials,82
GSL.N,Industrials,83
MOS.N,Basic Materials,84
PR.N,Energy,85
ARW.N,Technology,86
OIS.N,Energy,87
SWN.N,Energy,88
JNPR.N,Telecommunications,89
INDI.OQ,Technology,90
NEXA.N,Basic Materials,91
WBA.OQ,Consumer Staples,92
BRY.OQ,Energy,93
MRNA.OQ,Health Care,94
AVT.OQ,Technology,95
ENVX.OQ,Industrials,96
ON.OQ,Technology,97
TNP.N,Industrials,98
FLEX.OQ,Technology,99
CIVI.N,Energy,100
RPAY.OQ,Industrials,101
EHAB.N,Health Care,102
SSP.OQ,Consumer Discretionary,103
AZTA.OQ,Health Care,104
SB.N,Industrials,105
EBIX.OQ,Technology,106
TIGO.OQ,Telecommunications,107
TME.N,Consumer Discretionary,108
TALO.N,Energy,109
GIII.OQ,Consumer Discretionary,110
IHRT.OQ,Consumer Discretionary,111
PTEN.OQ,Energy,112
KMI.N,Energy,113
ICE.N,Financials,114
DINO.N,Energy,115
INFN.OQ,Telecommunications,116
SQ.N,Industrials,117
PTRA.OQ,Industrials,118
PAA.OQ,Energy,119
HP.N,Energy,120
DBI.N,Consumer Discretionary,121
USM.N,Telecommunications,122
CDAY.N,Technology,123
CSCO.OQ,Telecommunications,124
ZEUS.OQ,Basic Materials,125
PARA.OQ,Consumer Discretionary,126
T.N,Telecommunications,127
PLTR.N,Technology,128
SATS.OQ,Telecommunications,129
ABCL.OQ,Health Care,130
KURA.OQ,Health Care,131
NEX.N,Energy,132
WDC.OQ,Technology,133
MGY.N,Energy,134
TPC.N,Industrials,135
ADM.N,Consumer Staples,136
WOLF.N,Technology,137
ET.N,Energy,138
GNK.N,Industrials,139
AMRN.OQ,Health Care,140
CLVT.N,Technology,141
KDP.OQ,Consumer Staples,142
QRTEA.OQ,Consumer Discretionary,143
ADV.OQ,Industrials,144
RXRX.OQ,Health Care,145
VOXX.OQ,Consumer Discretionary,146
FIP.OQ,Industrials,147
SM.N,Energy,148
PTON.OQ,Consumer Discretionary,149
GPRO.OQ,Consumer Discretionary,150
FLWS.OQ,Consumer Discretionary,151
AMD.OQ,Technology,152
ETWO.N,Technology,153
IPI.N,Basic Materials,154
CANO.N,Health Care,155
MIR.N,Industrials,156
VNET.OQ,Technology,157
DK.N,Energy,158
RBBN.OQ,Telecommunications,159
CTRA.N,Energy,160
FLR.N,Industrials,161
OXY.N,Energy,162
NAUT.OQ,Health Care,163
AA.N,Basic Materials,164
S.N,Technology,165
IPG.N,Consumer Discretionary,166
DD.N,Industrials,167
ARMK.N,Consumer Discretionary,168
MQ.OQ,Industrials,169
VSTO.N,Consumer Discretionary,170
RNW.OQ,Utilities,171
MODG.N,Consumer Discretionary,172
FSLR.OQ,Energy,173
UBER.N,Consumer Discretionary,174
GFS.OQ,Technology,175
CRNC.OQ,Technology,176
BLNK.OQ,Consumer Discretionary,177
NRG.N,Utilities,178
CSIQ.OQ,Energy,179
