Instrument,ICB Industry name,Rank
WISH.OQ,Consumer Discretionary,1
OPEN.OQ,Real Estate,2
RIG.N,Energy,3
GEO.N,Real Estate,4
ACMR.OQ,Technology,5
BBAI.N,Technology,6
PGY.OQ,Industrials,7
META.OQ,Technology,8
TWOU.OQ,Consumer Discretionary,9
RXT.OQ,Technology,10
CXW.N,Industrials,11
GOOGL.OQ,Technology,12
APP.OQ,Technology,13
MTLS.OQ,Technology,14
GEVO.OQ,Energy,15
CVX.N,Energy,16
SSP.OQ,Consumer Discretionary,17
DISH.OQ,Telecommunications,18
TWST.OQ,Health Care,19
OPK.OQ,Health Care,20
MPLN.N,Health Care,21
MHK.N,Industrials,22
CRDO.OQ,Technology,23
ALXO.OQ,Health Care,24
COMP.N,Real Estate,25
UDMY.OQ,Consumer Discretionary,26
SWI.N,Technology,27
ATSG.OQ,Industrials,28
FLNC.OQ,Energy,29
STAA.OQ,Health Care,30
SAM.N,Consumer Staples,31
PETQ.OQ,Health Care,32
TREE.OQ,Financials,33
PCT.OQ,Industrials,34
BAND.OQ,Technology,35
SRRK.OQ,Health Care,36
KRNT.OQ,Industrials,37
BGRY.OQ,Industrials,38
GLDD.OQ,Industrials,39
AKAM.OQ,Technology,40
SLGC.OQ,Health Care,41
JMIA.N,Technology,42
CHRS.OQ,Health Care,43
AMWL.N,Health Care,44
MEDP.OQ,Health Care,45
BNGO.OQ,Health Care,46
MRO.N,Energy,47
OUST.N,Technology,48
AMRX.N,Health Care,49
OM.OQ,Health Care,50
SRDX.OQ,Health Care,51
PXD.N,Energy,52
AOSL.OQ,Technology,53
BIG.N,Consumer Discretionary,54
FTCH.N,Consumer Discretionary,55
TILE.OQ,Consumer Discretionary,56
TNDM.OQ,Health Care,57
VERI.OQ,Technology,58
RNGR.N,Energy,59
SHYF.OQ,Industrials,60
SST.N,Technology,61
TLRY.OQ,Health Care,62
ADCT.N,Health Care,63
TOST.N,Technology,64
ABCL.OQ,Health Care,65
HSIC.OQ,Health Care,66
TRIP.OQ,Consumer Discretionary,67
GPRO.OQ,Consumer Discretionary,68
RDFN.OQ,Real Estate,69
ZD.OQ,Technology,70
DXLG.OQ,Consumer Discretionary,71
AZEK.N,Industrials,72
DADA.OQ,Technology,73
BLNK.OQ,Consumer Discretionary,74
PRTS.OQ,Consumer Discretionary,75
NBR.N,Energy,76
CPE.N,Energy,77
PACB.OQ,Health Care,78
SHOP.N,Technology,79
VICR.OQ,Industrials,80
EOG.N,Energy,81
LAW.N,Industrials,82
PARA.OQ,Consumer Discretionary,83
TSE.N,Industrials,84
MTTR.OQ,Technology,85
DVN.N,Energy,86
COP.N,Energy,87
HP.N,Energy,88
PDD.OQ,Technology,89
WTTR.N,Energy,90
PTEN.OQ,Energy,91
MSFT.OQ,Technology,92
FULC.OQ,Health Care,93
ADBE.OQ,Technology,94
FIVN.OQ,Technology,95
RBOT.N,Health Care,96
RES.N,Energy,97
FANG.OQ,Energy,98
CHWY.N,Consumer Discretionary,99
EPAM.N,Technology,100
PFE.N,Health Care,101
AGIO.OQ,Health Care,102
VERV.OQ,Health Care,103
DH.OQ,Technology,104
CNX.N,Energy,105
WOOF.OQ,Consumer Discretionary,106
NVEE.OQ,Industrials,107
SONO.OQ,Consumer Discretionary,108
CD.OQ,Technology,109
AFYA.OQ,Consumer Discretionary,110
MUR.N,Energy,111
FCEL.OQ,Energy,112
ARAY.OQ,Health Care,113
CTSH.OQ,Technology,114
SEER.OQ,Health Care,115
HOUS.N,Real Estate,116
TGTX.OQ,Health Care,117
SG.N,Consumer Discretionary,118
APA.OQ,Energy,119
NFLX.OQ,Consumer Discretionary,120
CNNE.N,Financials,121
UPWK.OQ,Technology,122
ACCO.N,Consumer Staples,123
LBTYA.OQ,Telecommunications,124
KELYA.OQ,Industrials,125
CRL.N,Health Care,126
SWKS.OQ,Technology,127
MRNA.OQ,Health Care,128
PSFE.N,Industrials,129
BIGC.OQ,Technology,130
XOM.N,Energy,131
CCCC.OQ,Health Care,132
EXPI.OQ,Real Estate,133
NWSA.OQ,Consumer Discretionary,134
CPS.N,Consumer Discretionary,135
RMAX.N,Real Estate,136
XNCR.OQ,Health Care,137
OLPX.OQ,Consumer Staples,138
AMRS.OQ,Basic Materials,139
MXCT.OQ,Health Care,140
DAVA.N,Technology,141
LAD.N,Consumer Discretionary,142
CABO.N,Telecommunications,143
AAPL.OQ,Technology,144
ETWO.N,Technology,145
LPX.N,Industrials,146
JANX.OQ,Health Care,147
TME.N,Consumer Discretionary,148
LTHM.N,Basic Materials,149
ON.OQ,Technology,150
LPSN.OQ,Technology,151
VMEO.OQ,Technology,152
M.N,Consumer Discretionary,153
ZI.OQ,Technology,154
LPRO.OQ,Financials,155
CNSL.OQ,Telecommunications,156
CERE.OQ,Health Care,157
LUMN.N,Telecommunications,158
DINO.N,Energy,159
TECK.N,Basic Materials,160
LPI.N,Energy,161
SCPH.OQ,Health Care,162
LCID.OQ,Consumer Discretionary,163
SANA.OQ,Health Care,164
SOL.N,Energy,165
PUMP.N,Energy,166
EXFY.OQ,Technology,167
ENLC.N,Energy,168
NOG.N,Energy,169
OMI.N,Health Care,170
TTEC.OQ,Industrials,171
ENOV.N,Health Care,172
JNJ.N,Health Care,173
VAL.N,Energy,174
TUSK.OQ,Energy,175
HYLN.N,Industrials,176
AMD.OQ,Technology,177
MDRX.OQ,Technology,178
PKI.N,Health Care,179
NVCR.OQ,Health Care,180
DLO.OQ,Industrials,181
PLAY.OQ,Consumer Discretionary,182
DZSI.OQ,Telecommunications,183
WGO.N,Consumer Discretionary,184
AMRC.N,Energy,185
LIVN.OQ,Health Care,186
OGN.N,Health Care,187
VLO.N,Energy,188
AHCO.OQ,Health Care,189
CVEO.N,Energy,190
TBLA.OQ,Technology,191
DASH.N,Technology,192
QTRX.OQ,Health Care,193
XPO.N,Industrials,194
SANM.OQ,Technology,195
PDCO.OQ,Health Care,196
STRA.OQ,Consumer Discretionary,197
OVV.N,Energy,198
WHD.N,Energy,199
SBGI.OQ,Consumer Discretionary,200
HD.N,Consumer Discretionary,201
CGNX.OQ,Industrials,202
SNDL.OQ,Health Care,203
NET.N,Technology,204
OUT.N,Real Estate,205
JWN.N,Consumer Discretionary,206
OXY.N,Energy,207
TWKS.OQ,Technology,208
MANU.N,Consumer Discretionary,209
RCUS.N,Health Care,210
DFIN.N,Industrials,211
QCOM.OQ,Technology,212
LASR.OQ,Technology,213
DDD.N,Technology,214
CWK.N,Real Estate,215
TALO.N,Energy,216
DAN.N,Consumer Discretionary,217
MAXN.OQ,Energy,218
CWH.N,Consumer Discretionary,219
ELAN.N,Health Care,220
LLY.N,Health Care,221
GFF.N,Industrials,222
SPGI.N,Financials,223
STR.N,Energy,224
NEM.N,Basic Materials,225
PCTY.OQ,Industrials,226
DNB.N,Technology,227
ATRC.OQ,Health Care,228
BRLT.OQ,Consumer Discretionary,229
GDYN.OQ,Technology,230
TPC.N,Industrials,231
GWRS.OQ,Utilities,232
ENV.N,Technology,233
MYTE.N,Consumer Discretionary,234
TWI.N,Industrials,235
BE.N,Industrials,236
HNRG.OQ,Energy,237
UFPI.OQ,Basic Materials,238
SM.N,Energy,239
MERC.OQ,Basic Materials,240
SWN.N,Energy,241
CRNC.OQ,Technology,242
KEYS.N,Industrials,243
GILD.OQ,Health Care,244
HUN.N,Basic Materials,245
CHRD.OQ,Energy,246
SFM.OQ,Consumer Staples,247
MCHP.OQ,Technology,248
ZG.OQ,Real Estate,249
DDOG.OQ,Technology,250
HCKT.OQ,Technology,251
AMWD.OQ,Industrials,252
GXO.N,Industrials,253
TLS.OQ,Technology,254
NSTG.OQ,Health Care,255
FND.N,Consumer Discretionary,256
ETRN.N,Energy,257
NVRO.N,Health Care,258
B.N,Industrials,259
ATXS.OQ,Health Care,260
BRKR.OQ,Health Care,261
V.N,Industrials,262
WRK.N,Industrials,263
SSYS.OQ,Technology,264
NOV.N,Energy,265
AMKR.OQ,Technology,266
GPS.N,Consumer Discretionary,267
LYFT.OQ,Consumer Discretionary,268
NTCT.OQ,Technology,269
VREX.OQ,Health Care,270
MNRO.OQ,Consumer Discretionary,271
SP.OQ,Industrials,272
SRCL.OQ,Utilities,273
HAIN.OQ,Consumer Staples,274
BROS.N,Consumer Discretionary,275
NDSN.OQ,Industrials,276
KDNY.OQ,Health Care,277
TXN.OQ,Technology,278
EGRX.OQ,Health Care,279
MYPS.OQ,Consumer Discretionary,280
ALLK.OQ,Health Care,281
PACK.N,Industrials,282
KMX.N,Consumer Discretionary,283
HAL.N,Energy,284
KC.OQ,Technology,285
WOW.N,Telecommunications,286
DG.N,Consumer Discretionary,287
CHEF.OQ,Consumer Staples,288
BV.N,Industrials,289
EBIX.OQ,Technology,290
LITE.OQ,Telecommunications,291
BSM.N,Energy,292
MU.OQ,Technology,293
BOOT.N,Consumer Discretionary,294
