Instrument,ICB Industry name,Rank
SOL.N,Energy,1
TRVG.OQ,Consumer Discretionary,2
CLNE.OQ,Consumer Discretionary,3
VRNA.OQ,Health Care,4
DTIL.OQ,Health Care,5
AXTI.OQ,Technology,6
ASPN.N,Industrials,7
REPL.OQ,Health Care,8
TX.N,Basic Materials,9
SIMO.OQ,Technology,10
RYTM.OQ,Health Care,11
FUV.OQ,Consumer Discretionary,12
BILL.N,Industrials,13
XOMA.OQ,Health Care,14
LIND.OQ,Consumer Discretionary,15
PLUS.OQ,Technology,16
FLNT.OQ,Consumer Discretionary,17
CDXS.OQ,Health Care,18
OESX.OQ,Industrials,19
PGNY.OQ,Health Care,20
VRA.OQ,Consumer Discretionary,21
ANGO.OQ,Health Care,22
VCYT.OQ,Health Care,23
AMSC.OQ,Energy,24
SOLO.OQ,Consumer Discretionary,25
APRE.OQ,Health Care,26
ZM.OQ,Technology,27
OSTK.OQ,Consumer Discretionary,28
ATRA.OQ,Health Care,29
EB.N,Technology,30
KRNT.OQ,Industrials,31
VFF.OQ,Consumer Staples,32
AGIO.OQ,Health Care,33
WTTR.N,Energy,34
CENX.OQ,Basic Materials,35
KOD.OQ,Health Care,36
TDW.N,Energy,37
PUMP.N,Energy,38
SHOP.N,Technology,39
ORTX.OQ,Health Care,40
NDLS.OQ,Consumer Discretionary,41
QURE.OQ,Health Care,42
CRWD.OQ,Technology,43
BRY.OQ,Energy,44
STOK.OQ,Health Care,45
APLS.OQ,Health Care,46
GRTX.OQ,Health Care,47
OIS.N,Energy,48
NEO.OQ,Health Care,49
LOOP.OQ,Utilities,50
VIR.OQ,Health Care,51
RRGB.OQ,Consumer Discretionary,52
FVRR.N,Technology,53
MXL.OQ,Technology,54
FBIO.OQ,Health Care,55
CASA.OQ,Telecommunications,56
NATI.OQ,Technology,57
SRT.N,Industrials,58
THR.N,Industrials,59
OXM.N,Consumer Discretionary,60
BBIO.OQ,Health Care,61
BLNK.OQ,Consumer Discretionary,62
INSP.N,Health Care,63
OPRX.OQ,Health Care,64
NEX.N,Energy,65
ARAY.OQ,Health Care,66
CRMD.OQ,Health Care,67
PBYI.OQ,Health Care,68
PRTS.OQ,Consumer Discretionary,69
MCRI.OQ,Consumer Discretionary,70
DBI.N,Consumer Discretionary,71
DEN.N,Energy,72
FTCH.N,Consumer Discretionary,73
ITRN.OQ,Industrials,74
ANGI.OQ,Consumer Discretionary,75
GCO.N,Consumer Discretionary,76
ARLO.N,Consumer Discretionary,77
VNOM.OQ,Energy,78
MRNA.OQ,Health Care,79
PTON.OQ,Consumer Discretionary,80
ARLP.OQ,Energy,81
UEIC.OQ,Consumer Discretionary,82
FSLR.OQ,Energy,83
CRNC.OQ,Technology,84
CTVA.N,Consumer Staples,85
HLX.N,Energy,86
RES.N,Energy,87
PRO.N,Technology,88
CORT.OQ,Health Care,89
CCRN.OQ,Industrials,90
CNTG.OQ,Health Care,91
PINS.N,Technology,92
