Instrument,ICB Industry name,Rank
AAPL.OQ,Technology,1
GOOGL.OQ,Technology,2
MSFT.OQ,Technology,3
XOM.N,Energy,4
JNJ.N,Health Care,5
NVDA.OQ,Technology,6
CVX.N,Energy,7
PDD.OQ,Technology,8
CSCO.OQ,Telecommunications,9
PG.N,Consumer Staples,10
GM.N,Consumer Discretionary,11
V.N,Industrials,12
HD.N,Consumer Discretionary,13
COP.N,Energy,14
EOG.N,Energy,15
ABT.N,Health Care,16
WMT.N,Consumer Discretionary,17
UPS.N,Industrials,18
PEP.OQ,Consumer Staples,19
META.OQ,Technology,20
BABA.N,Consumer Discretionary,21
INTC.OQ,Technology,22
AMZN.OQ,Consumer Discretionary,23
LIN.OQ,Basic Materials,24
TSLA.OQ,Consumer Discretionary,25
PXD.N,Energy,26
HPE.N,Technology,27
PLUG.OQ,Energy,28
DVN.N,Energy,29
KR.N,Consumer Staples,30
SPCE.N,Industrials,31
MDT.N,Health Care,32
CMCSA.OQ,Telecommunications,33
DAL.N,Consumer Discretionary,34
WBD.OQ,Consumer Discretionary,35
RIG.N,Energy,36
OXY.N,Energy,37
AMD.OQ,Technology,38
JBLU.OQ,Consumer Discretionary,39
CHPT.N,Energy,40
KO.N,Consumer Staples,41
CME.OQ,Financials,42
VLO.N,Energy,43
COIN.OQ,Financials,44
UBER.N,Consumer Discretionary,45
IBM.N,Technology,46
TME.N,Consumer Discretionary,47
APA.OQ,Energy,48
CAT.N,Industrials,49
LYFT.OQ,Consumer Discretionary,50
CRM.N,Technology,51
MDLZ.OQ,Consumer Staples,52
CLF.N,Basic Materials,53
COR.N,Consumer Staples,54
LMT.N,Industrials,55
DM.N,Industrials,56
CNX.N,Energy,57
CVS.N,Consumer Staples,58
PR.N,Energy,59
MPC.N,Energy,60
KHC.OQ,Consumer Staples,61
KOS.N,Energy,62
SRE.N,Utilities,63
NKLA.OQ,Industrials,64
KDP.OQ,Consumer Staples,65
LUMN.N,Telecommunications,66
PSX.N,Energy,67
BMY.N,Health Care,68
CSX.OQ,Industrials,69
GIS.N,Consumer Staples,70
GE.N,Industrials,71
M.N,Consumer Discretionary,72
SAVE.N,Consumer Discretionary,73
JCI.N,Industrials,74
TECK.N,Basic Materials,75
ADP.OQ,Industrials,76
ACN.N,Industrials,77
ALLO.OQ,Health Care,78
ENVX.OQ,Industrials,79
MBLY.OQ,Technology,80
SPWR.OQ,Energy,81
FCEL.OQ,Energy,82
HOOD.OQ,Financials,83
MGY.N,Energy,84
TGT.N,Consumer Discretionary,85
PAA.OQ,Energy,86
NFLX.OQ,Consumer Discretionary,87
VZ.N,Telecommunications,88
MRO.N,Energy,89
CEG.OQ,Utilities,90
PCT.OQ,Industrials,91
BKR.OQ,Energy,92
VFC.N,Consumer Discretionary,93
KVUE.N,Consumer Staples,94
TJX.N,Consumer Discretionary,95
BBY.N,Consumer Discretionary,96
HON.OQ,Industrials,97
DIS.N,Consumer Discretionary,98
PARA.OQ,Consumer Discretionary,99
FDX.N,Industrials,100
MGM.N,Consumer Discretionary,101
GPS.N,Consumer Discretionary,102
RTX.N,Industrials,103
DG.N,Consumer Discretionary,104
F.N,Consumer Discretionary,105
HBI.N,Consumer Discretionary,106
LLY.N,Health Care,107
COMP.N,Real Estate,108
FCX.N,Basic Materials,109
CHWY.N,Consumer Discretionary,110
PTEN.OQ,Energy,111
OPEN.OQ,Real Estate,112
ICE.N,Financials,113
GILD.OQ,Health Care,114
ADM.N,Consumer Staples,115
HAL.N,Energy,116
DHR.N,Health Care,117
UAL.OQ,Consumer Discretionary,118
PAYX.OQ,Industrials,119
CTRA.N,Energy,120
WOOF.OQ,Consumer Discretionary,121
ALT.OQ,Health Care,122
X.N,Basic Materials,123
TAP.N,Consumer Staples,124
FANG.OQ,Energy,125
ABCL.OQ,Health Care,126
COST.OQ,Consumer Discretionary,127
OMC.N,Consumer Discretionary,128
CLVT.N,Technology,129
CPNG.N,Consumer Discretionary,130
XRX.OQ,Technology,131
GEHC.OQ,Health Care,132
FATE.OQ,Health Care,133
HL.N,Basic Materials,134
OCUL.OQ,Health Care,135
PAGP.OQ,Energy,136
WBA.OQ,Consumer Staples,137
PFE.N,Health Care,138
PBF.N,Energy,139
WTI.N,Energy,140
EDIT.OQ,Health Care,141
ALIT.N,Industrials,142
D.N,Utilities,143
CHK.OQ,Energy,144
OVV.N,Energy,145
CTSH.OQ,Technology,146
BTU.N,Energy,147
CRH.N,Industrials,148
IPG.N,Consumer Discretionary,149
ADBE.OQ,Technology,150
SWN.N,Energy,151
GD.N,Industrials,152
SATS.OQ,Telecommunications,153
ZNTL.OQ,Health Care,154
OPK.OQ,Health Care,155
MA.N,Industrials,156
MRVL.OQ,Technology,157
ACI.N,Consumer Staples,158
PPL.N,Utilities,159
ABBV.N,Health Care,160
DNUT.OQ,Consumer Discretionary,161
VERV.OQ,Health Care,162
CNK.N,Consumer Discretionary,163
SQ.N,Industrials,164
EMR.N,Industrials,165
NEE.N,Utilities,166
DKNG.OQ,Consumer Discretionary,167
NFE.OQ,Energy,168
FYBR.OQ,Telecommunications,169
FI.N,Industrials,170
CHGG.N,Consumer Discretionary,171
MP.N,Basic Materials,172
CCJ.N,Energy,173
FIS.N,Industrials,174
RPRX.OQ,Health Care,175
ULCC.OQ,Consumer Discretionary,176
BSX.N,Health Care,177
UNP.N,Industrials,178
CTVA.N,Consumer Staples,179
FAST.OQ,Basic Materials,180
JNPR.N,Telecommunications,181
BIDU.OQ,Technology,182
LUV.N,Consumer Discretionary,183
FOLD.OQ,Health Care,184
EXC.OQ,Utilities,185
GCI.N,Consumer Discretionary,186
ONON.N,Consumer Discretionary,187
RES.N,Energy,188
AVTR.N,Health Care,189
DINO.N,Energy,190
WMB.N,Energy,191
PENN.OQ,Consumer Discretionary,192
CAG.N,Consumer Staples,193
SO.N,Utilities,194
GEO.N,Real Estate,195
NEM.N,Basic Materials,196
VTRS.OQ,Health Care,197
INDI.OQ,Technology,198
QS.N,Consumer Discretionary,199
AA.N,Basic Materials,200
TMUS.OQ,Telecommunications,201
TDOC.N,Health Care,202
EVH.N,Health Care,203
WHR.N,Consumer Discretionary,204
NRG.N,Utilities,205
AGR.N,Utilities,206
RBLX.N,Consumer Discretionary,207
ET.N,Energy,208
XRAY.OQ,Health Care,209
PEG.N,Utilities,210
WEC.N,Utilities,211
GT.OQ,Consumer Discretionary,212
VIPS.N,Consumer Discretionary,213
JBL.N,Technology,214
EXAS.OQ,Health Care,215
MRSN.OQ,Health Care,216
IP.N,Basic Materials,217
DXC.N,Technology,218
CI.N,Health Care,219
T.N,Telecommunications,220
CNP.N,Utilities,221
PYPL.OQ,Industrials,222
KMI.N,Energy,223
RCKT.OQ,Health Care,224
BWA.N,Consumer Discretionary,225
AEP.OQ,Utilities,226
FL.N,Consumer Discretionary,227
CBRE.N,Real Estate,228
AAOI.OQ,Telecommunications,229
PWSC.N,Consumer Discretionary,230
ARDX.OQ,Health Care,231
APTV.N,Consumer Discretionary,232
WRK.N,Industrials,233
EBAY.OQ,Consumer Discretionary,234
MMC.N,Financials,235
AJG.N,Financials,236
ED.N,Utilities,237
TVTX.OQ,Health Care,238
DK.N,Energy,239
WSC.OQ,Industrials,240
FE.N,Utilities,241
CRGY.N,Energy,242
BG.N,Consumer Staples,243
ZBH.N,Health Care,244
PLTR.N,Technology,245
CRBU.OQ,Health Care,246
EW.N,Health Care,247
OKE.N,Energy,248
NDAQ.OQ,Financials,249
PGEN.OQ,Health Care,250
ABNB.OQ,Consumer Discretionary,251
RCL.N,Consumer Discretionary,252
EGHT.OQ,Telecommunications,253
DOW.N,Basic Materials,254
ELAN.N,Health Care,255
MNST.OQ,Consumer Staples,256
NEOG.OQ,Health Care,257
REGN.OQ,Health Care,258
TALO.N,Energy,259
GPN.N,Industrials,260
TKO.N,Consumer Discretionary,261
HP.N,Energy,262
AMAT.OQ,Technology,263
GEN.OQ,Technology,264
ABSI.OQ,Health Care,265
CNC.N,Health Care,266
UAA.N,Consumer Discretionary,267
SHW.N,Industrials,268
EVRG.OQ,Utilities,269
MOS.N,Basic Materials,270
MRK.N,Health Care,271
DNLI.OQ,Health Care,272
DXCM.OQ,Health Care,273
DLTR.OQ,Consumer Discretionary,274
USFD.N,Consumer Staples,275
NOV.N,Energy,276
FDMT.OQ,Health Care,277
PCG.N,Utilities,278
INFA.N,Technology,279
APP.OQ,Technology,280
DNB.N,Technology,281
ETNB.OQ,Health Care,282
SVV.N,Consumer Discretionary,283
COTY.N,Consumer Discretionary,284
KSS.N,Consumer Discretionary,285
AES.N,Utilities,286
RSG.N,Utilities,287
WDAY.OQ,Technology,288
CWH.N,Consumer Discretionary,289
CMS.N,Utilities,290
MGNX.OQ,Health Care,291
MUR.N,Energy,292
SM.N,Energy,293
SNPS.OQ,Technology,294
SHLS.OQ,Energy,295
GFS.OQ,Technology,296
NOW.N,Technology,297
SYM.OQ,Industrials,298
LBRT.N,Energy,299
XEL.OQ,Utilities,300
ALB.N,Basic Materials,301
ODFL.OQ,Industrials,302
TXN.OQ,Technology,303
SYK.N,Health Care,304
CPRT.OQ,Consumer Discretionary,305
LKQ.OQ,Consumer Discretionary,306
ETR.N,Utilities,307
ACHR.N,Industrials,308
WDC.OQ,Technology,309
DH.OQ,Technology,310
GPK.N,Industrials,311
BRCC.N,Consumer Staples,312
NE.N,Energy,313
DD.N,Industrials,314
ADPT.OQ,Health Care,315
STLD.OQ,Basic Materials,316
DTE.N,Utilities,317
GO.OQ,Consumer Staples,318
PLRX.OQ,Health Care,319
FND.N,Consumer Discretionary,320
HROW.OQ,Health Care,321
TSN.N,Consumer Staples,322
CCL.N,Consumer Discretionary,323
LTH.N,Consumer Discretionary,324
AEE.N,Utilities,325
AAP.N,Consumer Discretionary,326
DUK.N,Utilities,327
CCCC.OQ,Health Care,328
CLNE.OQ,Consumer Discretionary,329
EYE.OQ,Consumer Discretionary,330
CRDO.OQ,Technology,331
TXT.N,Industrials,332
WNC.N,Industrials,333
NOG.N,Energy,334
BDX.N,Health Care,335
KMX.N,Consumer Discretionary,336
KNX.N,Industrials,337
LNZA.OQ,Basic Materials,338
TPR.N,Consumer Discretionary,339
XPO.N,Industrials,340
EYPT.OQ,Health Care,341
ALK.N,Consumer Discretionary,342
AME.N,Industrials,343
LSCC.OQ,Technology,344
DASH.OQ,Technology,345
APLS.OQ,Health Care,346
YUMC.N,Consumer Discretionary,347
NTAP.OQ,Technology,348
PSTG.N,Technology,349
LEGN.OQ,Health Care,350
SPGI.N,Financials,351
BOWL.N,Consumer Discretionary,352
RCM.OQ,Health Care,353
ROK.N,Industrials,354
NOC.N,Industrials,355
ATO.N,Utilities,356
CMI.N,Industrials,357
H.N,Consumer Discretionary,358
FERG.N,Industrials,359
RDFN.OQ,Real Estate,360
SKIN.OQ,Consumer Staples,361
SOUN.OQ,Technology,362
TARS.OQ,Health Care,363
CLOV.OQ,Health Care,364
AKRO.OQ,Health Care,365
CHX.OQ,Energy,366
JBHT.OQ,Industrials,367
ITW.N,Industrials,368
PTLO.OQ,Consumer Discretionary,369
LHX.N,Industrials,370
PPG.N,Industrials,371
FOXA.OQ,Consumer Discretionary,372
VERA.OQ,Health Care,373
ES.N,Utilities,374
STZ.N,Consumer Staples,375
MCHP.OQ,Technology,376
ASO.OQ,Consumer Discretionary,377
WKC.N,Energy,378
NKE.N,Consumer Discretionary,379
SEAT.OQ,Technology,380
TGTX.OQ,Health Care,381
INFN.OQ,Telecommunications,382
NCLH.N,Consumer Discretionary,383
TTWO.OQ,Consumer Discretionary,384
RXRX.OQ,Health Care,385
BJ.N,Consumer Discretionary,386
SEDG.OQ,Energy,387
TEL.N,Technology,388
HSIC.OQ,Health Care,389
BLMN.OQ,Consumer Discretionary,390
WY.N,Real Estate,391
PANW.OQ,Technology,392
U.N,Technology,393
DLO.OQ,Industrials,394
EQT.N,Energy,395
TPX.N,Consumer Discretionary,396
DAR.N,Consumer Staples,397
RRC.N,Energy,398
FLEX.OQ,Technology,399
CPB.N,Consumer Staples,400
PCVX.OQ,Health Care,401
BMBL.OQ,Technology,402
NET.N,Technology,403
ENPH.OQ,Energy,404
CENX.OQ,Basic Materials,405
VNET.OQ,Technology,406
LQDA.OQ,Health Care,407
CRNC.OQ,Technology,408
NWSA.OQ,Consumer Discretionary,409
DRI.N,Consumer Discretionary,410
NOVA.N,Utilities,411
CLB.N,Energy,412
CVI.N,Energy,413
RLX.N,Consumer Staples,414
PD.N,Technology,415
QCOM.OQ,Technology,416
LCID.OQ,Consumer Discretionary,417
OKTA.OQ,Technology,418
WTW.OQ,Financials,419
FSLY.N,Technology,420
STR.N,Energy,421
EFX.N,Industrials,422
CNMD.N,Health Care,423
BC.N,Industrials,424
RKLB.OQ,Industrials,425
